sorted_basename,categoria,subtipo,cell_line,group_key,timepoint_h,campo,raw_file_original,raw_md5,whst_input_file,test_image,match_via,classe_validade,serie_padrao,serie_closure_plausivel,serie_decisao,excesso_rel,excesso_ref,na_lista_correcao,na_lista_revisao,contencao_t0,modo_falha,origem_categoria,motivo_operador,status_correcao
HUVEC__Originais_1_None_D1__tp12h__2__D1_12HR_2_2__7a3177a5b3.jpg,OK,,HUVEC,Originais (1)||None||D1,12,2,D1 12HR 2 (2).tiff,7a3177a5b36f723311e040b3bcc46bf9,7a3177a5b3__HUVEC__Originais_1_None_D1__tp12h__D1_12HR_2_2.tiff,D1 12HR 2_png.rf.E03XFlEmMbe4CLEeQ5L0.png,nome,valida_ok,CONSISTENTE_OK+INVALIDA,sim,USAVEL_sem_correcao,,,nao,nao,0.9416,,triagem,,
HUVEC__Originais_1_None_D1__tp24h__1__D1_24HR_1_2__0bdbd51083.jpg,SEG_RUIM,super,HUVEC,Originais (1)||None||D1,24,1,D1 24HR 1 (2).tiff,0bdbd5108312e9c1744e456c0dd65b96,0bdbd51083__HUVEC__Originais_1_None_D1__tp24h__D1_24HR_1_2.tiff,D1 24HR 1_png.rf.EHcrx6DNEOw8vqgtCyC2.png,nome,falha_metodo_WHST,MISTO,nao,CORRIGIR_misto,,sem_referencia,sim,nao,0.7894,excesso,triagem,figura totalmente fechada,fechada
HUVEC__Originais_1_None_D1__tp24h__2__D1_24HR_2_2__4c0807427d.jpg,IMG_INVALIDA,,HUVEC,Originais (1)||None||D1,24,2,D1 24HR 2 (2).tiff,4c0807427d0e187b684e93ac4e867e06,4c0807427d__HUVEC__Originais_1_None_D1__tp24h__D1_24HR_2_2.tiff,D1 24HR 2_png.rf.sKzjQXeeTmG65NxFRo5z.png,nome,invalidez_imagem,CONSISTENTE_OK+INVALIDA,sim,USAVEL_sem_correcao,,,nao,sim,0.4981,,triagem,imagem muito ruidosa,
HUVEC__Pr_Ecl_mpsia_None_B6__tp00h__1__B6_0hr_1__d8d6a409b0.jpg,OK,,HUVEC,Pré-Eclâmpsia||None||B6,0,1,B6 0hr 1.tiff,d8d6a409b01ab75c40089af766a75d79,d8d6a409b0__HUVEC__Pr_-Ecl_mpsia_None_B6__tp0h__B6_0hr_1.tiff,B6 0hr 1_png.rf.tP2kS9n37GFU0hMWW7mV.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,,,triagem,,ok
HUVEC__Pr_Ecl_mpsia_None_B6__tp12h__1__B6_12hr_1__15dfa1f8f7.jpg,SEG_RUIM,super,HUVEC,Pré-Eclâmpsia||None||B6,12,1,B6 12hr 1.tiff,15dfa1f8f76966693785128db521f0ff,15dfa1f8f7__HUVEC__Pr_-Ecl_mpsia_None_B6__tp12h__B6_12hr_1.tiff,B6 12hr 1_png.rf.wMEDLQnrMWwVbcfKlQek.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,,sem_referencia,sim,nao,0.4506,deslocada,triagem,pegou a ferida e fora dela tambem,ok
HUVEC__Pr_Ecl_mpsia_None_B6__tp12h__2__B6_12hr_2__447267f1f8.jpg,SEG_RUIM,super,HUVEC,Pré-Eclâmpsia||None||B6,12,2,B6 12hr 2.tiff,447267f1f8cda7517a5d058bc157c664,447267f1f8__HUVEC__Pr_-Ecl_mpsia_None_B6__tp12h__B6_12hr_2.tiff,B6 12hr 2_png.rf.y4b1NNhMuInMAANEGR5y.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER,nao,SEM_BASELINE_fora_pareada,,sem_referencia,nao,nao,,nao_avaliavel,triagem,pegou a ferida e fora dela tambem,
HUVEC__Pr_Ecl_mpsia_None_B6__tp24h__1__B6_24h_1__fbe637bf41.jpg,SEG_RUIM,super,HUVEC,Pré-Eclâmpsia||None||B6,24,1,B6 24h 1.tiff,fbe637bf41b23c42789f837d98d23744,fbe637bf41__HUVEC__Pr_-Ecl_mpsia_None_B6__tp24h__B6_24h_1.tiff,B6 24h 1_png.rf.Mqv4F4d5b4AUQiStkAzE.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,,sem_referencia,sim,nao,0.0000,espuria_fechada,triagem,figura totalmente fechada,fechada
HUVEC__originais_None_A1__tp00h__1__A1_0HR_1__b4e873c613.jpg,SEG_RUIM,super,HUVEC,originais||None||A1,0,1,A1 0HR 1.tiff,b4e873c613c49c267d02e77d9bc03d2c,b4e873c613__HUVEC__originais_None_A1__tp0h__A1_0HR_1.tiff,A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER,sim,USAVEL_sem_correcao,-0.360,cond_ok,nao,nao,,nao_avaliavel,triagem,pegou a ferida e fora dela tambem,ok
HUVEC__originais_None_A1__tp00h__2__A1_0HR_2__8bf826e872.jpg,SEG_RUIM,super,HUVEC,originais||None||A1,0,2,A1 0HR 2.tiff,8bf826e8726d7cf89b174021e1741ed3,8bf826e872__HUVEC__originais_None_A1__tp0h__A1_0HR_2.tiff,A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,-0.073,cond_ok,nao,nao,,nao_avaliavel,triagem,pegou a ferida e fora dela tambem,ok
HUVEC__originais_None_A1__tp08h__1__A1_8HR_1__19b5407474.jpg,SEG_RUIM,super,HUVEC,originais||None||A1,8,1,A1 8HR 1.tiff,19b5407474eb3f20a594ef6e6da2bd69,19b5407474__HUVEC__originais_None_A1__tp8h__A1_8HR_1.tiff,A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER,sim,USAVEL_sem_correcao,-0.375,cond_ok,nao,nao,0.2563,deslocada,triagem,pegou a ferida e fora dela tambem,ok
HUVEC__originais_None_A1__tp08h__2__A1_8HR_2__10c73cd55a.jpg,SEG_RUIM,super,HUVEC,originais||None||A1,8,2,A1 8HR 2.tiff,10c73cd55aad46b0a5d92126adba4454,10c73cd55a__HUVEC__originais_None_A1__tp8h__A1_8HR_2.tiff,A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,0.143,cond_ok,nao,nao,0.5971,excesso,triagem,pegou a ferida e fora dela tambem,ok
HUVEC__originais_None_A1__tp24h__2__A1_24HR_2__7d8b79a5ad.jpg,IMG_INVALIDA,,HUVEC,originais||None||A1,24,2,A1 24HR 2.tiff,7d8b79a5adc4f78723e04e00ce1d3670,7d8b79a5ad__HUVEC__originais_None_A1__tp24h__A1_24HR_2.tiff,A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,nome,invalidez_imagem,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,,,nao,sim,0.6459,excesso,correcao_manual,pegou a ferida e fora dela tambem,invalida
HUVEC__originais_None_A5__tp00h__1__A5_0HR_1__e4bb99f05d.jpg,SEG_RUIM,super,HUVEC,originais||None||A5,0,1,A5 0HR 1.tiff,e4bb99f05d13165e0f5e7753475790b5,e4bb99f05d__BASELINE__HUVEC__originais_None_A5__tp0h__A5_0HR_1.tiff,(baseline_recuperado),nome,falha_metodo_WHST,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,-0.192,irmao_campo,nao,nao,,nao_avaliavel,triagem,pegou a ferida e fora dela tambem,ok
HUVEC__originais_None_A5__tp08h__1__A5_8HR_1__a99d3e28ae.jpg,SEG_RUIM,super,HUVEC,originais||None||A5,8,1,A5 8HR 1.tiff,a99d3e28ae9033dd944e8df4f2be15fd,a99d3e28ae__HUVEC__originais_None_A5__tp8h__A5_8HR_1.tiff,A5 8HR 1_png.rf.jEYUYpVLybixXNUndrI9.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,-0.041,cond_ok,nao,nao,0.3730,deslocada,triagem,pegou a ferida e fora dela tambem,ok
HUVEC__originais_None_A5__tp12h__1__A5_12HR_1__b83dc2f0a0.jpg,SEG_RUIM,super,HUVEC,originais||None||A5,12,1,A5 12HR 1.tiff,b83dc2f0a087eaea2625a539b7dad59b,b83dc2f0a0__HUVEC__originais_None_A5__tp12h__A5_12HR_1.tiff,A5 12HR 1_png.rf.1xA3zwCvRWDQRrGvHIhA.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,-0.218,irmao_campo,nao,nao,0.7056,excesso,triagem,pegou a ferida e fora dela tambem,ok
HUVEC__originais_None_A5__tp12h__2__A5_12HR_2__004fc0a19e.jpg,OK,,HUVEC,originais||None||A5,12,2,A5 12HR 2.tiff,004fc0a19ec279c22d4fa026c2db8714,004fc0a19e__HUVEC__originais_None_A5__tp12h__A5_12HR_2.tiff,A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,,,triagem,,
HUVEC__originais_None_A5__tp24h__1__A5_24HR_1__a7bed1b95d.jpg,IMG_INVALIDA,,HUVEC,originais||None||A5,24,1,A5 24HR 1.tiff,a7bed1b95d4bb57f3f1cd27e3032becf,a7bed1b95d__HUVEC__originais_None_A5__tp24h__A5_24HR_1.tiff,A5 24HR 1_png.rf.QWraD9H7IOqSfp8mznDQ.png,nome,invalidez_imagem,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,,,nao,sim,0.4474,deslocada,correcao_manual,pegou a ferida e fora dela tambem,invalida
HUVEC__originais_None_A5__tp24h__2__A5_24HR_2__9c1610d4f3.jpg,OK,,HUVEC,originais||None||A5,24,2,A5 24HR 2.tiff,9c1610d4f3039454629e4b6667698de7,9c1610d4f3__HUVEC__originais_None_A5__tp24h__A5_24HR_2.tiff,A5 24HR 2_png.rf.xE7wqG2pbN9OFXjVvNjl.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,,,anotacao,imagem ruidosa mas com segmentação correta,
HUVEC__originais_None_B5__tp00h__1__B5_0HR_1__bdd482f7dc.jpg,SEG_RUIM,super,HUVEC,originais||None||B5,0,1,B5 0HR 1.tiff,bdd482f7dc6eb34fb8cf5d0c03a6245e,bdd482f7dc__HUVEC__originais_None_B5__tp0h__B5_0HR_1.tiff,B5 0HR 1_png.rf.HyxAq2SZFEx1y342m6b9.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER,sim,USAVEL_sem_correcao,2.276,irmao_campo,nao,nao,,nao_avaliavel,triagem,pegou a ferida e fora dela tambem,
HUVEC__originais_None_B5__tp08h__2__B5_8HR_2__5402a99d17.jpg,SEG_RUIM,super,HUVEC,originais||None||B5,8,2,B5 8HR 2.tiff,5402a99d17cca1c0abf235707a2b80d2,5402a99d17__HUVEC__originais_None_B5__tp8h__B5_8HR_2.tiff,B5 8HR 2_png.rf.BzRPidTOrz4nL1zIlvSL.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,0.907,cond_ok,sim,nao,,nao_avaliavel,triagem,pegou a ferida e fora dela tambem,
HUVEC__originais_None_B5__tp12h__2__B5_12HR_2__c47de367f7.jpg,SEG_RUIM,super,HUVEC,originais||None||B5,12,2,B5 12HR 2.tiff,c47de367f71d0df2984cc7abb5b25ed6,c47de367f7__HUVEC__originais_None_B5__tp12h__B5_12HR_2.tiff,B5 12HR 2_png.rf.mSR2WAZaiHT4hljqFuAE.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,0.775,cond_ok,sim,nao,,nao_avaliavel,triagem,pegou a ferida e fora dela tambem,
HUVEC__originais_None_B5__tp24h__1__B5_24HR_1__984fac6443.jpg,SEG_RUIM,super,HUVEC,originais||None||B5,24,1,B5 24HR 1.tiff,984fac6443c50ca43e61c6c8517e40b1,984fac6443__HUVEC__originais_None_B5__tp24h__B5_24HR_1.tiff,B5 24HR 1_png.rf.TJTLDoAzR6YqhVVqJjBV.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER,sim,USAVEL_sem_correcao,4.898,cond_ok,nao,nao,0.8620,excesso,triagem,figura totalmente fechada,
HUVEC__originais_None_D1__tp00h__1__D1_0HR_1__857d6a0b73.jpg,OK,,HUVEC,originais||None||D1,0,1,D1 0HR 1.tiff,857d6a0b73c769b674150933c2708655,857d6a0b73__HUVEC__originais_None_D1__tp0h__D1_0HR_1.tiff,D1 0HR 1_png.rf.X95BBgcop2LdYBHvWj7G.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,,,triagem,,ok
HUVEC__originais_None_D1__tp00h__2__D1_0HR_2__7588e611d5.jpg,OK,,HUVEC,originais||None||D1,0,2,D1 0HR 2.tiff,7588e611d5a0706caaa0f1731d4c4d63,7588e611d5__HUVEC__originais_None_D1__tp0h__D1_0HR_2.tiff,D1 0HR 2_png.rf.pBkydjxMgVt0vB999uLo.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,,,triagem,,
HUVEC__originais_None_D1__tp08h__1__D1_8HR_1__b98f1d3be8.jpg,OK,,HUVEC,originais||None||D1,8,1,D1 8HR 1.tiff,b98f1d3be8dae2532c55a53b6a38d00c,b98f1d3be8__HUVEC__originais_None_D1__tp8h__D1_8HR_1.tiff,D1 8HR 1_png.rf.7pXlMXWWJkv2xLuAp89c.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,0.9387,,triagem,,ok
HUVEC__originais_None_D1__tp08h__2__D1_8HR_2__365467be4f.jpg,OK,,HUVEC,originais||None||D1,8,2,D1 8HR 2.tiff,365467be4f08c9595cf4176c30ac6ef3,365467be4f__HUVEC__originais_None_D1__tp8h__D1_8HR_2.tiff,D1 8HR 2_png.rf.zXqaP0fHqHbabD0CzjuF.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,0.9905,,triagem,,
HUVEC__originais_None_D1__tp12h__1__D1_12HR_1__c01f3f16cb.jpg,OK,,HUVEC,originais||None||D1,12,1,D1 12HR 1.tiff,c01f3f16cb25fef78d5abd8d88564f97,c01f3f16cb__HUVEC__originais_None_D1__tp12h__D1_12HR_1.tiff,D1 12HR 1_png.rf.Sa5pwYNBsukEYVE7qdCO.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,0.9646,,triagem,,ok
HUVEC__originais_None_D1__tp12h__2__D1_12HR_2__ff163eb7bd.jpg,OK,,HUVEC,originais||None||D1,12,2,D1 12HR 2.tiff,ff163eb7bdcebcb5123cba6a3ce2c386,ff163eb7bd__HUVEC__originais_None_D1__tp12h__D1_12HR_2.tiff,D1 12HR 2_png.rf.c61b9Qj6PnDGEcivk5oi.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,0.6930,,triagem,,
HUVEC__originais_None_D1__tp24h__1__D1_24HR_1__8ea9f57fed.jpg,SEG_RUIM,super,HUVEC,originais||None||D1,24,1,D1 24HR 1.tiff,8ea9f57fedd6d61f14d9e96dc08af271,8ea9f57fed__HUVEC__originais_None_D1__tp24h__D1_24HR_1.tiff,D1 24HR 1_png.rf.D7yfyoxo08GRgfqWxkKs.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,-0.505,irmao_campo,sim,nao,0.8345,excesso,triagem,"imagem ruidosa mas segmentação está quase boa, um pouco super",ok
HUVEC__originais_None_D1__tp24h__2__D1_24HR_2__07f7f3ae69.jpg,OK,,HUVEC,originais||None||D1,24,2,D1 24HR 2.tiff,07f7f3ae69ce42188426e4528352d5ca,07f7f3ae69__HUVEC__originais_None_D1__tp24h__D1_24HR_2.tiff,D1 24HR 2_png.rf.uoxKxnADebGlXimnPrEx.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,0.8585,,triagem,,
HUVEC__originais_None_D4__tp00h__1__D4_0HR_1__cd14eeaab0.jpg,SEG_RUIM,super,HUVEC,originais||None||D4,0,1,D4 0HR 1.tiff,cd14eeaab09b14cf3006dcb20423abe9,cd14eeaab0__HUVEC__originais_None_D4__tp0h__D4_0HR_1.tiff,D4 0HR 1_png.rf.eLqJwBy4PkAeXHhqw8Ir.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,0.058,irmao_campo,nao,nao,,nao_avaliavel,triagem,pegou a ferida e fora dela tambem,
HUVEC__originais_None_D4__tp00h__2__D4_0HR_2__5870bb947e.jpg,OK,,HUVEC,originais||None||D4,0,2,D4 0HR 2.tiff,5870bb947e772864c79ed9192604dcb4,5870bb947e__HUVEC__originais_None_D4__tp0h__D4_0HR_2.tiff,D4 0HR 2_png.rf.EwNjDB9ss3gmM00iJqPT.png,nome,valida_ok,MISTO,nao,CORRIGIR_misto,,,nao,nao,,,triagem,,
HUVEC__originais_None_D4__tp08h__1__D4_8HR_1__89b61b11f6.jpg,SEG_RUIM,super,HUVEC,originais||None||D4,8,1,D4 8HR 1.tiff,89b61b11f60a7daae185d054100fde7a,89b61b11f6__HUVEC__originais_None_D4__tp8h__D4_8HR_1.tiff,D4 8HR 1_png.rf.VEshHRtiysfYv1YrXVR9.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,-0.370,cond_ok,nao,nao,0.9168,excesso,triagem,segmentação pouco super,
HUVEC__originais_None_D4__tp08h__2__D4_8HR_2__0a2a2af49b.jpg,SEG_RUIM,sub,HUVEC,originais||None||D4,8,2,D4 8HR 2.tiff,0a2a2af49bcbcf1c024edff0e1429b59,0a2a2af49b__HUVEC__originais_None_D4__tp8h__D4_8HR_2.tiff,D4 8HR 2_png.rf.1gESfR3nmJtUf5QdqE6H.png,nome,falha_metodo_WHST,MISTO,nao,CORRIGIR_misto,,,sim,nao,0.9983,excesso,triagem,"segmentação quase correta, faltou apenas uma parte",ok
HUVEC__originais_None_D4__tp12h__1__D4_12HR_1__32105a21ed.jpg,IMG_INVALIDA,,HUVEC,originais||None||D4,12,1,D4 12HR 1.tiff,32105a21edc30cdd070e1ffd3bf91e1e,32105a21ed__HUVEC__originais_None_D4__tp12h__D4_12HR_1.tiff,D4 12HR 1_png.rf.coQP5Rm68FoQiPA5lE4l.png,nome,invalidez_imagem,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,,,nao,sim,0.6236,,anotacao,"duvida, invalidaria",
HUVEC__originais_None_D4__tp12h__2__D4_12HR_2__bcc023dcdc.jpg,OK,,HUVEC,originais||None||D4,12,2,D4 12HR 2.tiff,bcc023dcdc066f13d6ef74112c7a5f47,bcc023dcdc__HUVEC__originais_None_D4__tp12h__D4_12HR_2.tiff,D4 12HR 2_png.rf.3mHz6QXfVp3bYuBorSyN.png,nome,valida_ok,MISTO,nao,CORRIGIR_misto,,,nao,nao,0.7929,,anotacao,segmentação boa,
HUVEC__originais_None_D4__tp24h__1__D4_24HR_1__f676cb2911.jpg,SEG_RUIM,super,HUVEC,originais||None||D4,24,1,D4 24HR 1.tiff,f676cb2911e8348de78164a91ecbfbb9,f676cb2911__HUVEC__originais_None_D4__tp24h__D4_24HR_1.tiff,D4 24HR 1_png.rf.ZeWox4g9WSQYjCRdF5Hj.png,nome,falha_metodo_WHST,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,-0.513,cond_ok,nao,nao,0.0000,espuria_fechada,triagem,figura totalmente fechada,
HUVEC__originais_None_D4__tp24h__2__D4_24HR_2__3bb0ffa3c2.jpg,SEG_RUIM,super,HUVEC,originais||None||D4,24,2,D4 24HR 2.tiff,3bb0ffa3c2cc5a19868c40b2848b48de,3bb0ffa3c2__HUVEC__originais_None_D4__tp24h__D4_24HR_2.tiff,D4 24HR 2_png.rf.aSdWjnYDFFICPSVHPh41.png,nome,falha_metodo_WHST,MISTO,nao,CORRIGIR_misto,-1.000,cond_ok,sim,nao,0.3745,espuria_fechada,triagem,figura totalmente fechada,fechada
SKOV-3__P1_CT_F10__tp00h__F10__ct2_5__47d9864f0d.jpg,OK,,SKOV-3,P1|CT|F10,0,F10,ct2_5.tiff,47d9864f0d359f85fadb687bdc3b50f9,47d9864f0d__SKOV-3__P1_CT_F10__tp0h__ct2_5.tiff,ct2_5_png.rf.V6uuFIT0hRf8VvfkI0ft.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,,,triagem,,ok
SKOV-3__P1_CT_F10__tp48h__F10__Snap_10_2__b683f7cf68.jpg,SEG_RUIM,super,SKOV-3,P1|CT|F10,48,F10,Snap-10 (2).tiff,b683f7cf686427d0d35829848592e30b,b683f7cf68__SKOV-3__P1_CT_F10__tp48h__Snap-10_2.tiff,Snap-10_146_png.rf.J1zTbpCRqsOW6DtsIPzv.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,-1.000,lote_ok,sim,nao,0.6388,excesso,triagem,figura totalmente fechada,fechada
SKOV-3__P1_CT_F8__tp00h__F8__ct2_3__8ece12b29e.jpg,OK,,SKOV-3,P1|CT|F8,0,F8,ct2_3.tiff,8ece12b29efc5a945d9ede228aa127ca,8ece12b29e__SKOV-3__P1_CT_F8__tp0h__ct2_3.tiff,ct2_3_png.rf.05gH6Q4BVtzjbT8GvpXk.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,,,triagem,,ok
SKOV-3__P1_CT_F8__tp24h__F8__Snap_09_2__1d20187a19.jpg,SEG_RUIM,super,SKOV-3,P1|CT|F8,24,F8,Snap-09 (2).tiff,1d20187a19089d045960cfb8bc5bff11,1d20187a19__SKOV-3__P1_CT_F8__tp24h__Snap-09_2.tiff,Snap-09_200_png.rf.T1DuJr60ClWyEIrNPE9K.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,-1.000,lote_ok,sim,nao,0.2571,deslocada,triagem,figura totalmente fechada,fechada
SKOV-3__P1_CT_F8__tp48h__F8__Snap_08_2__95925abdae.jpg,SEG_RUIM,super,SKOV-3,P1|CT|F8,48,F8,Snap-08 (2).tiff,95925abdaed15a73f98f3cbd88c8dc12,95925abdae__SKOV-3__P1_CT_F8__tp48h__Snap-08_2.tiff,Snap-08_141_png.rf.xxwXm4vgaTgEnxfrDBvk.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,-1.000,lote_ok,sim,nao,0.4631,deslocada,triagem,figura totalmente fechada,fechada
SKOV-3__P1_GEO_F11__tp24h__F11__Snap_42_2__aceb303f81.jpg,SEG_RUIM,super,SKOV-3,P1|GEO|F11,24,F11,Snap-42 (2).tiff,aceb303f818180a1b76b4eb2345ee329,aceb303f81__SKOV-3__P1_GEO_F11__tp24h__Snap-42_2.tiff,Snap-42_225_png.rf.mQxoBxfdEUUtVkhWybfs.png,nome,falha_metodo_WHST,MISTO,nao,SEM_BASELINE_fora_pareada,-0.181,lote_ok,nao,nao,,nao_avaliavel,triagem,pegou fora da ferida,
SKOV-3__P1_GEO_F11__tp48h__F11__Snap_42_2__1c257ba6ee.jpg,SEG_RUIM,super,SKOV-3,P1|GEO|F11,48,F11,Snap-42 (2).tiff,1c257ba6ee3dab7e5d2c116f9cddb826,1c257ba6ee__SKOV-3__P1_GEO_F11__tp48h__Snap-42_2.tiff,Snap-42_165_png.rf.3eAR7nfV8aWUfPbBc82Q.png,nome,falha_metodo_WHST,MISTO,nao,SEM_BASELINE_fora_pareada,0.950,lote_ok,nao,nao,,nao_avaliavel,triagem,pegou fora da ferida,
SKOV-3__P1_GEO_F11__tp72h__F11__Snap_31__6dfed6db6e.jpg,OK,,SKOV-3,P1|GEO|F11,72,F11,Snap-31.tiff,6dfed6db6ed38703da5b42263e5980ce,6dfed6db6e__SKOV-3__P1_GEO_F11__tp72h__Snap-31.tiff,Snap-31_281_png.rf.HrwVzS03qTHBX5RB7awf.png,nome,valida_ok,MISTO,nao,SEM_BASELINE_fora_pareada,,,nao,nao,,,anotacao,imagem ruidosa mas segmentação boa,
SKOV-3__P1_GEO_F6__tp24h__F6__Snap_37_2__d421258d9f.jpg,SEG_RUIM,super,SKOV-3,P1|GEO|F6,24,F6,Snap-37 (2).tiff,d421258d9feb0cacbf34b73328a52121,d421258d9f__SKOV-3__P1_GEO_F6__tp24h__Snap-37_2.tiff,Snap-37_235_png.rf.fp1LasdFT1TZbfgrTie6.png,nome,falha_metodo_WHST,MISTO,nao,SEM_BASELINE_fora_pareada,-0.016,lote_ok,nao,nao,,nao_avaliavel,triagem,pegou fora da ferida,
SKOV-3__P1_GEO_F6__tp48h__F6__Snap_37_2__d96e0fc45b.jpg,SEG_RUIM,super,SKOV-3,P1|GEO|F6,48,F6,Snap-37 (2).tiff,d96e0fc45b49b501184e6b8b7d0f68fe,d96e0fc45b__SKOV-3__P1_GEO_F6__tp48h__Snap-37_2.tiff,Snap-37_175_png.rf.FF9MN09bmlSbN40cxQRu.png,nome,falha_metodo_WHST,MISTO,nao,SEM_BASELINE_fora_pareada,1.544,lote_ok,nao,nao,,nao_avaliavel,triagem,pegou fora da ferida,
SKOV-3__P1_GEO_F6__tp72h__F6__Snap_26__4406107ac9.jpg,OK,,SKOV-3,P1|GEO|F6,72,F6,Snap-26.tiff,4406107ac9b2f979bc7731e5a7c64a81,4406107ac9__SKOV-3__P1_GEO_F6__tp72h__Snap-26.tiff,Snap-26_283_png.rf.YFDkIZNg1W2rRyv6xoZQ.png,nome,valida_ok,MISTO,nao,SEM_BASELINE_fora_pareada,,,nao,nao,,,anotacao,imagem ruidosa mas segmentação boa,
SKOV-3__P1_GEO_PTX_F1__tp24h__F1__Snap_47_2__f0af91b428.jpg,SEG_RUIM,super,SKOV-3,P1|GEO+PTX|F1,24,F1,Snap-47 (2).tiff,f0af91b428a9f078e93eb0821c1d3204,f0af91b428__SKOV-3__P1_GEO+PTX_F1__tp24h__Snap-47_2.tiff,Snap-47_219_png.rf.tXiQQL4hg3VyVt8yhPHg.png,nome,falha_metodo_WHST,MISTO,nao,SEM_BASELINE_fora_pareada,0.913,cond_ok,nao,nao,,nao_avaliavel,triagem,pegou a ferida e fora dela tambem,
SKOV-3__P1_GEO_PTX_F1__tp48h__F1__Snap_47_2__f4b158f3ff.jpg,OK,,SKOV-3,P1|GEO+PTX|F1,48,F1,Snap-47 (2).tiff,f4b158f3ffa2f896473e86a20ff3b594,f4b158f3ff__SKOV-3__P1_GEO+PTX_F1__tp48h__Snap-47_2.tiff,Snap-47_159_png.rf.iWHwHxKcpvJIH7RHtxRu.png,nome,valida_ok,MISTO,nao,SEM_BASELINE_fora_pareada,,,nao,nao,,,triagem,,
SKOV-3__P1_GEO_PTX_F1__tp72h__F1__Snap_36__e6ef55bb93.jpg,OK,,SKOV-3,P1|GEO+PTX|F1,72,F1,Snap-36.tiff,e6ef55bb93a5f4f3346e90162a8e7dbe,e6ef55bb93__SKOV-3__P1_GEO+PTX_F1__tp72h__Snap-36.tiff,Snap-36_271_png.rf.sfFr7wfzXmMz4JWE34hv.png,nome,valida_ok,MISTO,nao,SEM_BASELINE_fora_pareada,,,nao,nao,,,triagem,,
SKOV-3__P1_GEO_PTX_F6__tp24h__F6__Snap_52_2__07006e35fe.jpg,OK,,SKOV-3,P1|GEO+PTX|F6,24,F6,Snap-52 (2).tiff,07006e35fecf24eacb7b06e709d94262,07006e35fe__SKOV-3__P1_GEO+PTX_F6__tp24h__Snap-52_2.tiff,Snap-52_213_png.rf.YrkkVK1Bonf3TxwPZWyE.png,nome,valida_ok,MISTO+INVALIDA,nao,SEM_BASELINE_fora_pareada,,,nao,nao,,,triagem,,
