arquivo_b,stem_normalizado,linha_celular,timepoint_h,arquivo_a,pasta_a,group_key,lote,well,tratamento,estrato,excluida,resolucao,split_key,partition
75ug+ptx1_5_png.rf.Y9WFvFN9xkZyL6E0mD9N.png,75ug+ptx1 5,SKOV,0,75ug+ptx1_5.tiff,SKOV/0h,P1|GEO+PTX|F5,P1,F5,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F5,train
75ug+ptx3_3_png.rf.c4WVnjFscy6T0HItfkyn.png,75ug+ptx3 3,SKOV,0,75ug+ptx3_3.tiff,SKOV/0h,P1|GEO+PTX|F13,P1,F13,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F13,train
75geo1_2_png.rf.ikJJwdU2sRMteDT7nrjh.png,75geo1 2,SKOV,0,75geo1_2.tiff,SKOV/0h,P1|GEO|F2,P1,F2,GEO,P1|GEO,,ok_hash,P1|GEO|F2,train
75geo2_4_png.rf.GSy2oJWtOBsFeAkolPsJ.png,75geo2 4,SKOV,0,75geo2_4.tiff,SKOV/0h,P1|GEO|F9,P1,F9,GEO,P1|GEO,,ok_hash,P1|GEO|F9,val
B1 12H 2_png.rf.XB9579ManLTdbXacXqbn.png,b1 12h 2,HUVEC,12,B1 12H 2 (3).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||B1,Migração (PET e PEP) n3 - RAW,B1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B1,train
B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,b1 12h 2,HUVEC,12,B1 12H 2 (2).tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,Migração (PET e PEP) n2 - RAW,B1,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,test
B1 12H 2_png.rf.80CRi2GWTeZLSA1jOyls.png,b1 12h 2,HUVEC,12,B1 12H 2.tiff,HUVEC/12h,LUIS RAW||PEP||B1,LUIS RAW,B1,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||B1,train
C1 24H 2_png.rf.YUbYquBirGpSwyBLMJ4b.png,c1 24h 2,HUVEC,24,C1 24H 2 (3).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||C1,Migração (PET e PEP) n3 - RAW,C1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C1,train
C1 24H 2_png.rf.Pgfpm7Y6eqWlKW6dKTAy.png,c1 24h 2,HUVEC,24,C1 24H 2 (2).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PET||C1,Migração (PET e PEP) n2 - RAW,C1,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C1,val
A3 0H 2_png.rf.KcxWyQCly3s3MLGJoF7y.png,a3 0h 2,HUVEC,0,A3 0H 2 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||A3,Migração (PET e PEP) n3 - RAW,A3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||A3,train
A3 0H 2_png.rf.QDCtQGDH1pznmeHT0BNJ.png,a3 0h 2,HUVEC,0,A3 0H 2.tiff,HUVEC/0h,LUIS RAW||PEP+GB||A3,LUIS RAW,A3,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||A3,val
A3 0H 2_png.rf.wlBFyFj8l9rKyrbSV1n0.png,a3 0h 2,HUVEC,0,A3 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PEP||A3,Migração (PET e PEP) n2 - RAW,A3,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP||A3,train
C1 24H 1_png.rf.OksDet59fvNqLNsi18rq.png,c1 24h 1,HUVEC,24,C1 24H 1 (3).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||C1,Migração (PET e PEP) n3 - RAW,C1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C1,train
C1 24H 1_png.rf.qNFK4kiEtQd3x6PhBznR.png,c1 24h 1,HUVEC,24,C1 24H 1 (2).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PET||C1,Migração (PET e PEP) n2 - RAW,C1,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C1,val
C1 24H 1_png.rf.MmBCxnmelweNZCs07Wjh.png,c1 24h 1,HUVEC,24,C1 24H 1.tiff,HUVEC/24h,LUIS RAW||PET||C1,LUIS RAW,C1,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||C1,test
A2 0H 1_png.rf.a5VwxH3XSG8ycPWjgw1m.png,a2 0h 1,HUVEC,0,A2 0H 1 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||A2,Migração (PET e PEP) n3 - RAW,A2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||A2,train
A2 0H 1_png.rf.2hwnOfsNvVtFFjEPfzyP.png,a2 0h 1,HUVEC,0,A2 0H 1.tiff,HUVEC/0h,LUIS RAW||PEP+MET3||A2,LUIS RAW,A2,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||A2,val
A2 0H 2_png.rf.bZxKlJP6svuZ8bqXNeIV.png,a2 0h 2,HUVEC,0,A2 0H 2 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||A2,Migração (PET e PEP) n3 - RAW,A2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||A2,train
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,a2 0h 2,HUVEC,0,A2 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PEP||A2,Migração (PET e PEP) n2 - RAW,A2,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP||A2,train
A2 0H 2_png.rf.FS0GVTfItDwHaET3Kb6j.png,a2 0h 2,HUVEC,0,A2 0H 2.tiff,HUVEC/0h,LUIS RAW||PEP+MET3||A2,LUIS RAW,A2,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||A2,val
Snap-21_285_png.rf.Rj9uYJWuHCUuf7mNZJ2N.png,snap-21,SKOV,72,Snap-21.tiff,SKOV/72h,P1|GEO|F1,P1,F1,GEO,P1|GEO,,ok_hash,P1|GEO|F1,val
Snap-21_56_png.rf.ycoY7vPUknblypXrORx3.png,snap-21,SKOV,48,Snap-21.tiff,SKOV/48h,P2|CARBO|F5,P2,F5,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F5,train
D1 0H 1_png.rf.pkAbrogIQaGpnfBfEZnF.png,d1 0h 1,HUVEC,0,D1 0H 1.tiff,HUVEC/0h,LUIS RAW||PET||D1,LUIS RAW,D1,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||D1,train
D1 0H 1_png.rf.lyGwKQ55XW9Rox9MUQ2W.png,d1 0h 1,HUVEC,0,D1 0H 1 (2).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D1,Migração (PET e PEP) n2 - RAW,D1,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D1,train
D1 0H 1_png.rf.fw3oXHFKRwGBIpMcBKY2.png,d1 0h 1,HUVEC,0,D1 0H 1 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||D1,Migração (PET e PEP) n3 - RAW,D1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D1,test
E7 12H 2_png.rf.vUUdCbtuiKl5Ft31hpY1.png,e7 12h 2,HUVEC,12,E7 12H 2.tiff,HUVEC/12h,LUIS RAW||PEP+MCC||E7,LUIS RAW,E7,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||E7,train
A8 12H 1_png.rf.vsP0DPblvSgKVrucYaIO.png,a8 12h 1,HUVEC,12,A8 12H 1.tiff,HUVEC/12h,LUIS RAW||PEP+MCC||A8,LUIS RAW,A8,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||A8,test
D5 0H 2_png.rf.xGrdSoDTKtnwBuh4Cj2d.png,d5 0h 2,HUVEC,0,D5 0H 2.tiff,HUVEC/0h,LUIS RAW||PET||D5,LUIS RAW,D5,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||D5,train
D5 0H 2_png.rf.GG9kMtodPkWI48rREDiB.png,d5 0h 2,HUVEC,0,D5 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||D5,Migração (PET e PEP) n1 - RAW,D5,PET + NEB 5uM,HUVEC|PET + NEB 5uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||D5,train
C5 8H 1_png.rf.m0k3TjlxKvLXDFhuBq52.png,c5 8h 1,HUVEC,8,C5 8H 1.tiff,HUVEC/8h,LUIS RAW||PET||C5,LUIS RAW,C5,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||C5,train
C5 8H 1_png.rf.QRwHfTeZ3iXOWs30KZOS.png,c5 8h 1,HUVEC,8,C5 8H 1 (2).tiff,HUVEC/8h,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5,Migração (PET e PEP) n1 - RAW,C5,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5,train
A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,a6 24h 1,HUVEC,24,A6 24H 1.tiff,HUVEC/24h,LUIS RAW||PEP+MET3||A6,LUIS RAW,A6,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||A6,train
E3 12H 1_png.rf.ybUIm3WuR8reiKcz0SpQ.png,e3 12h 1,HUVEC,12,E3 12H 1 (2).tiff,HUVEC/12h,Migração (PET e PEP) n1 - RAW||PET||E3,Migração (PET e PEP) n1 - RAW,E3,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E3,train
E3 12H 1_png.rf.jJifoEwEiTeMrkQvogrH.png,e3 12h 1,HUVEC,12,E3 12H 1.tiff,HUVEC/12h,LUIS RAW||PEP+MET3||E3,LUIS RAW,E3,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||E3,train
C5 0H 1_png.rf.qfmzlYXXLFM1UbctuHo5.png,c5 0h 1,HUVEC,0,C5 0H 1 (2).tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5,Migração (PET e PEP) n1 - RAW,C5,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5,train
C5 0H 1_png.rf.OdwF3vyzWYOgZ8CvxU5t.png,c5 0h 1,HUVEC,0,C5 0H 1.tiff,HUVEC/0h,LUIS RAW||PET||C5,LUIS RAW,C5,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||C5,train
C3 24H 1_png.rf.fTWEUHwuJj41k4YLPaQD.png,c3 24h 1,HUVEC,24,C3 24H 1.tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,Migração (PET e PEP) n1 - RAW,C3,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,val
C3 24H 1_png.rf.c7jfA1r2lo83FCC1x3TB.png,c3 24h 1,HUVEC,24,C3 24H 1 (3).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||C3,Migração (PET e PEP) n3 - RAW,C3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C3,train
C3 24H 1_png.rf.Ff5U0kH6IFpvS3alXpPn.png,c3 24h 1,HUVEC,24,C3 24H 1 (2).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PET||C3,Migração (PET e PEP) n2 - RAW,C3,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C3,test
Snap-40_png.rf.9EwCDE1uNgyFYRkkBNbp.png,snap-40,SKOV,0,Snap-40.tiff,SKOV/0h,P2|GEO|F9,P2,F9,GEO,P2|GEO,,ok_hash,P2|GEO|F9,train
Snap-40_42_png.rf.rY6NW4fe0CRTDdg8MHYz.png,snap-40,SKOV,48,Snap-40.tiff,SKOV/48h,P2|GEO|F10,P2,F10,GEO,P2|GEO,,ok_hash,P2|GEO|F10,train
Snap-40_87_png.rf.OMb2zuYN14uYpuw2r6ha.png,snap-40,SKOV,24,Snap-40.tiff,SKOV/24h,P2|GEO|F9,P2,F9,GEO,P2|GEO,,ok_hash,P2|GEO|F9,train
Snap-40_176_png.rf.bUgGtZALmBRNrpjdVId8.png,snap-40,SKOV,48,Snap-40 (2).tiff,SKOV/48h,P1|GEO|F9,P1,F9,GEO,P1|GEO,,ok_hash,P1|GEO|F9,val
Snap-40_236_png.rf.yItOl1do8t3f0fCtVuP1.png,snap-40,SKOV,24,Snap-40 (2).tiff,SKOV/24h,P1|GEO|F9,P1,F9,GEO,P1|GEO,,ok_hash,P1|GEO|F9,val
Snap-43_34_png.rf.GOHyfDBrhvieEKwOZ4eD.png,snap-43,SKOV,48,Snap-43.tiff,SKOV/48h,P2|GEO|F13,P2,F13,GEO,P2|GEO,,ok_hash,P2|GEO|F13,val
Snap-43_168_png.rf.bvsTjSLpRnA4A5wLM0jg.png,snap-43,SKOV,48,Snap-43 (2).tiff,SKOV/48h,P1|GEO|F12,P1,F12,GEO,P1|GEO,,ok_hash,P1|GEO|F12,train
Snap-43_79_png.rf.QHy7X5fw5paLTpJkeudB.png,snap-43,SKOV,24,Snap-43.tiff,SKOV/24h,P2|GEO|F12,P2,F12,GEO,P2|GEO,,ok_hash,P2|GEO|F12,train
Snap-43_228_png.rf.RjMXXyaPc2A6ORQuUL1x.png,snap-43,SKOV,24,Snap-43 (2).tiff,SKOV/24h,P1|GEO|F12,P1,F12,GEO,P1|GEO,,ok_hash,P1|GEO|F12,train
Snap-43_261_png.rf.ggKc9XCcU2o4oFi3pgsw.png,snap-43,SKOV,72,Snap-43.tiff,SKOV/72h,P1|GEO+PTX|F8,P1,F8,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F8,train
Snap-43_png.rf.bYOjGbrbBkNUs0zIljYx.png,snap-43,SKOV,0,Snap-43.tiff,SKOV/0h,P2|GEO|F12,P2,F12,GEO,P2|GEO,,ok_hash,P2|GEO|F12,train
75ug+ptx1_4_png.rf.SJoeBR5kFLTCJXsYTKnd.png,75ug+ptx1 4,SKOV,0,75ug+ptx1_4.tiff,SKOV/0h,P1|GEO+PTX|F4,P1,F4,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F4,val
B6 24HR _png.rf.3MFWVuTR1gXhrTMlxCtK.png,b6 24hr,HUVEC,24,B6 24HR .tiff,HUVEC/24h,Originais (1)||None||B6,Originais (1),B6,None,HUVEC|None,,ok_hash,SHARED__B6,train
D3 24HR 2_png.rf.72HLl708G6tkMaH5GLZL.png,d3 24hr 2,HUVEC,24,D3 24HR 2 (2).tiff,HUVEC/24h,Originais (1)||None||D3,Originais (1),D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D3 24HR 2_png.rf.yFACQ0BfAkvnbEhAHECd.png,d3 24hr 2,HUVEC,24,D3 24HR 2.tiff,HUVEC/24h,originais||None||D3,originais,D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D3 24HR 1_png.rf.CIVDMQLez5VThDU7Rmkp.png,d3 24hr 1,HUVEC,24,D3 24HR 1 (2).tiff,HUVEC/24h,Originais (1)||None||D3,Originais (1),D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D3 24HR 1_png.rf.lybVWBdbvZ81Rnavz0xt.png,d3 24hr 1,HUVEC,24,D3 24HR 1.tiff,HUVEC/24h,originais||None||D3,originais,D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D1 24HR 1_png.rf.EHcrx6DNEOw8vqgtCyC2.png,d1 24hr 1,HUVEC,24,D1 24HR 1 (2).tiff,HUVEC/24h,Originais (1)||None||D1,Originais (1),D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
D1 24HR 1_png.rf.D7yfyoxo08GRgfqWxkKs.png,d1 24hr 1,HUVEC,24,D1 24HR 1.tiff,HUVEC/24h,originais||None||D1,originais,D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
B2 0H 2_png.rf.hSCWG8Fad2RCMrJcKW7X.png,b2 0h 2,HUVEC,0,B2 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||B2,Migração (PET e PEP) n3 - RAW,B2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B2,train
B2 0H 2_png.rf.C9LTtIpDLLKBGCfBNHkN.png,b2 0h 2,HUVEC,0,B2 0H 2.tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B2,Migração (PET e PEP) n2 - RAW,B2,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B2,train
A2 12H 2_png.rf.Zohd9tAlJmF6zir4Qa7l.png,a2 12h 2,HUVEC,12,A2 12H 2 (3).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||A2,Migração (PET e PEP) n3 - RAW,A2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||A2,train
A2 12H 2_png.rf.N7tpAQyq0PEGrhaTGLJT.png,a2 12h 2,HUVEC,12,A2 12H 2 (2).tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PEP||A2,Migração (PET e PEP) n2 - RAW,A2,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP||A2,train
E7 24H 1_png.rf.zAvr03Xcu012AlIqOaJU.png,e7 24h 1,HUVEC,24,E7 24H 1.tiff,HUVEC/24h,LUIS RAW||PEP+MCC||E7,LUIS RAW,E7,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||E7,train
F2 0H 1_png.rf.zPl6vPkH5HpqtxJsWJxj.png,f2 0h 1,HUVEC,0,F2 0H 1.tiff,HUVEC/0h,LUIS RAW||PET||F2,LUIS RAW,F2,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||F2,train
E4 24H 2_png.rf.zRn2mkdbLkfop4s4V8xV.png,e4 24h 2,HUVEC,24,E4 24H 2.tiff,HUVEC/24h,LUIS RAW||PEP+MET3||E4,LUIS RAW,E4,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||E4,train
E4 24H 2_png.rf.m4dcOTmKcNBfb5aYg2ft.png,e4 24h 2,HUVEC,24,E4 24H 2 (2).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PET||E4,Migração (PET e PEP) n1 - RAW,E4,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E4,train
ptx2_2_png.rf.ZcYuXZyYfPIfgOypnn5Z.png,ptx2 2,SKOV,0,ptx2_2.tiff,SKOV/0h,P1|PTX|F7,P1,F7,PTX,P1|PTX,,ok_hash,P1|PTX|F7,train
75geo1_4_png.rf.gXnQOso0XaCNeb2iSQ5d.png,75geo1 4,SKOV,0,75geo1_4.tiff,SKOV/0h,P1|GEO|F4,P1,F4,GEO,P1|GEO,,ok_hash,P1|GEO|F4,train
Snap-60_12_png.rf.AiY33Mo4Daj2M4cZgUnh.png,snap-60,SKOV,48,Snap-60.tiff,SKOV/48h,P2|CARBO+GEO|F14,P2,F14,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F14,val
Snap-60_png.rf.RpcRTxyR97nXnbvR3urB.png,snap-60,SKOV,0,Snap-60.tiff,SKOV/0h,P2|CARBO+GEO|F14,P2,F14,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F14,val
Snap-60_221_png.rf.3hBjZALI1RFDCXb1MMT9.png,snap-60,SKOV,24,Snap-60.tiff,SKOV/24h,P1|GEO+PTX|F14,P1,F14,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F14,train
Snap-60_161_png.rf.bERIfIfLBiocZsdlYi1s.png,snap-60,SKOV,48,Snap-60 (2).tiff,SKOV/48h,P1|GEO+PTX|F14,P1,F14,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F14,train
Snap-44_230_png.rf.DTYO8Kp6HurpQGqbOhho.png,snap-44,SKOV,24,Snap-44 (2).tiff,SKOV/24h,P1|GEO|F13,P1,F13,GEO,P1|GEO,,ok_hash,P1|GEO|F13,train
Snap-44_81_png.rf.TGvVmP3lIRrM3iTJoyVs.png,snap-44,SKOV,24,Snap-44.tiff,SKOV/24h,P2|GEO|F13,P2,F13,GEO,P2|GEO,,ok_hash,P2|GEO|F13,val
Snap-44_png.rf.Ys2ZD04BJk4p3T7zAkIt.png,snap-44,SKOV,0,Snap-44.tiff,SKOV/0h,P2|GEO|F13,P2,F13,GEO,P2|GEO,,ok_hash,P2|GEO|F13,val
Snap-44_36_png.rf.TROYQwK4sRxpgSs22NpY.png,snap-44,SKOV,48,Snap-44.tiff,SKOV/48h,P2|GEO|F14,P2,F14,GEO,P2|GEO,,ok_hash,P2|GEO|F14,train
Snap-44_170_png.rf.zUBxx8E0b0UKDnm5q1Jy.png,snap-44,SKOV,48,Snap-44 (2).tiff,SKOV/48h,P1|GEO|F13,P1,F13,GEO,P1|GEO,,ok_hash,P1|GEO|F13,train
Snap-44_262_png.rf.lTvBtNUt4oywkU5QtcJ7.png,snap-44,SKOV,72,Snap-44.tiff,SKOV/72h,P1|GEO+PTX|F9,P1,F9,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F9,train
Snap-54_1_png.rf.LYlBIIJ3KoqRfd7QemOX.png,snap-54,SKOV,48,Snap-54.tiff,SKOV/48h,P2|CARBO+GEO|F8,P2,F8,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F8,train
Snap-54_106_png.rf.VOFbghvZhHsPNSqUFFkZ.png,snap-54,SKOV,24,Snap-54.tiff,SKOV/24h,P2|CARBO+GEO|F8,P2,F8,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F8,train
Snap-54_150_png.rf.BbXD2AQgA8naVrH0wTEE.png,snap-54,SKOV,48,Snap-54 (2).tiff,SKOV/48h,P1|GEO+PTX|F8,P1,F8,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F8,train
Snap-54_png.rf.HGYLhnxL2tQsTiXRBg9n.png,snap-54,SKOV,0,Snap-54.tiff,SKOV/0h,P2|CARBO+GEO|F8,P2,F8,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F8,train
Snap-54_210_png.rf.BQ3GBpltnc6IdhOhKvJv.png,snap-54,SKOV,24,Snap-54 (2).tiff,SKOV/24h,P1|GEO+PTX|F8,P1,F8,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F8,train
Snap-45_39_png.rf.PKurQMo8B3ygR4NZVCB3.png,snap-45,SKOV,48,Snap-45.tiff,SKOV/48h,P2|GEO|F15,P2,F15,GEO,P2|GEO,,ok_hash,P2|GEO|F15,val
Snap-45_png.rf.8mEoXejuMEvhSOq5NbIp.png,snap-45,SKOV,0,Snap-45.tiff,SKOV/0h,P2|GEO|F14,P2,F14,GEO,P2|GEO,,ok_hash,P2|GEO|F14,train
Snap-45_84_png.rf.PwtbQ0TcIu75QL9i4MKM.png,snap-45,SKOV,24,Snap-45.tiff,SKOV/24h,P2|GEO|F14,P2,F14,GEO,P2|GEO,,ok_hash,P2|GEO|F14,train
Snap-45_233_png.rf.e0d4At5O0A55XswWkUGG.png,snap-45,SKOV,24,Snap-45 (2).tiff,SKOV/24h,P1|GEO|F14,P1,F14,GEO,P1|GEO,,ok_hash,P1|GEO|F14,train
B2 24HR _png.rf.PIVpOfHUhZq8EVpEdJo0.png,b2 24hr,HUVEC,24,B2 24HR .tiff,HUVEC/24h,Originais (1)||None||B2,Originais (1),B2,None,HUVEC|None,,ok_hash,SHARED__B2,test
B1 24HR_png.rf.XaMxiAWNkoEWqiyieIvY.png,b1 24hr,HUVEC,24,B1 24HR.tiff,HUVEC/24h,Originais (1)||None||B1,Originais (1),B1,None,HUVEC|None,,ok_hash,SHARED__B1,train
B3 24HR _png.rf.f3BROmuTSW4SEY5FcLrM.png,b3 24hr,HUVEC,24,B3 24HR .tiff,HUVEC/24h,Originais (1)||None||B3,Originais (1),B3,None,HUVEC|None,,ok_hash,SHARED__B3,train
D3 0H 2_png.rf.lL7YSo8VoAJWzvF12TBt.png,d3 0h 2,HUVEC,0,D3 0H 2 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||D3,Migração (PET e PEP) n3 - RAW,D3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D3,train
D3 0H 2_png.rf.yYcVsHyN2N7kW6l1R49u.png,d3 0h 2,HUVEC,0,D3 0H 2.tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D3,Migração (PET e PEP) n1 - RAW,D3,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D3,train
D3 0H 2_png.rf.lkEcbAGS1IAwabi3cMT3.png,d3 0h 2,HUVEC,0,D3 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3,Migração (PET e PEP) n2 - RAW,D3,PET + NEB 5uM,HUVEC|PET + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3,train
C2 0H 1_png.rf.mJluI1yGBePiio8WTdDm.png,c2 0h 1,HUVEC,0,C2 0H 1 (2).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||C2,Migração (PET e PEP) n3 - RAW,C2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C2,val
C2 0H 1_png.rf.KB47PNKZ7jytQgV8U2Wg.png,c2 0h 1,HUVEC,0,C2 0H 1.tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PET||C2,Migração (PET e PEP) n2 - RAW,C2,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C2,train
D2 12H 1_png.rf.mezBEqY820hvyAhYbL2o.png,d2 12h 1,HUVEC,12,D2 12H 1 (2).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||D2,Migração (PET e PEP) n3 - RAW,D2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D2,test
D2 12H 1_png.rf.WXQzzTbsjkN1jrcwr3jh.png,d2 12h 1,HUVEC,12,D2 12H 1.tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,Migração (PET e PEP) n2 - RAW,D2,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,test
