file,cell,tp,part,res,n_ann,frac
A3 12HR 1_png.rf.QtmN1H5n1Ty17BJqAu6s.png,HUVEC,12,train,nativo,1,13.876
Snap-07_70_png.rf.vNyGAtPWPJA0rF6FhxvN.png,SKOV-3,24,train,nativo,1,13.902
A6 8HR 2_png.rf.IjykSzEw9bYxIHgxehIC.png,HUVEC,8,train,nativo,1,13.925
Snap-35_224_png.rf.Yl7Y3PdpoIYfMmZrgbvL.png,SKOV-3,24,train,nativo,1,13.937
A4 8HR 1_png.rf.Oh3iZV03y0zaBFvuM0HD.png,HUVEC,8,train,nativo,1,13.964
E4 8H 2_png.rf.jlW5HpmI2m57qY2TSPDs.png,HUVEC,8,train,nativo,1,13.975
C3 8H 1_png.rf.zcpxPqNmc4P4JnYSdW6p.png,HUVEC,8,train,nativo,1,13.981
B6 12H 1_png.rf.rSqnFKQYJQ2JAtTTJxhO.png,HUVEC,12,train,nativo,1,14.08
D1 8H 2_png.rf.SWULebjRubJoCPggvrgZ.png,HUVEC,8,train,nativo,1,14.085
Snap-37_86_png.rf.pYptoZNCglZAWUG9VoJY.png,SKOV-3,24,train,nativo,1,14.094
D5 0H 1_png.rf.nqJsqxU0ATyfyESqew8k.png,HUVEC,0,train,nativo,2,14.133
E3 12H 2_png.rf.kcUAws5TekLflfAvhxNY.png,HUVEC,12,train,nativo,1,14.179
B3 8HR 1_png.rf.6Vj56bqRTpLweyb6RKuh.png,HUVEC,8,train,nativo,1,14.183
C3 12H 2_png.rf.EZwf4Pv39ZyBeUX9Siot.png,HUVEC,12,train,nativo,1,14.189
A3 0H 2_png.rf.KcxWyQCly3s3MLGJoF7y.png,HUVEC,0,train,nativo,1,14.227
A3 0HR 1_png.rf.vOWVMCSId0rrI2A5Y6RI.png,HUVEC,0,train,nativo,1,14.338
B3 12hr_1_png.rf.bFOaRTghkGRZY6ztTfJf.png,HUVEC,12,train,640,1,14.436
B3 8HR 2_png.rf.y0RoLUIBqx2jlBm8spIT.png,HUVEC,8,train,nativo,1,14.467
E7 8H 2_png.rf.hLyWTNk9OoU7ZNBzFrnm.png,HUVEC,8,train,nativo,1,14.576
A3 12H 1_png.rf.1mSVqHM6KS3uhRK3e3lj.png,HUVEC,12,train,nativo,1,14.603
Snap-37_41_png.rf.OsCpPjm2DJG8qbSq8Ons.png,SKOV-3,48,train,nativo,1,14.617
E6 8H 2_png.rf.hEmiyn8BWhtuUW3q3YCM.png,HUVEC,8,train,nativo,1,14.643
A1 8H 1_png.rf.zdFJIxxlh5GeTF27Y5tG.png,HUVEC,8,train,nativo,1,14.662
Snap-19_90_png.rf.LTW9T6mUiyeyn573QLTY.png,SKOV-3,24,train,nativo,1,14.708
A2 0HR 1_png.rf.7xO098s3eZ9fJSiLuPHq.png,HUVEC,0,train,nativo,1,14.727
B7 0hr 1_png.rf.QYTRdRmCyko5payKjuNF.png,HUVEC,0,train,640,1,14.742
B3 12H 1_png.rf.tJNj0szl1RrlZo4qYD4w.png,HUVEC,12,train,nativo,1,14.745
B7 0HR 1_png.rf.Ukn4ATZ5w0il9IzVsrtV.png,HUVEC,0,train,nativo,1,14.756
A3 0HR 2_png.rf.a0AY5M3kJRWyGB4d0dqH.png,HUVEC,0,train,nativo,1,14.778
Snap-27_127_png.rf.u0sqqUf8hnanDrudhQQG.png,SKOV-3,48,train,nativo,1,14.832
A8 0H 1_png.rf.Y70C9nwsZe8IHbVjQ7ye.png,HUVEC,0,train,nativo,2,14.848
D1 24H 2_png.rf.MYNSbfcrSOJQNTgrFTJq.png,HUVEC,24,train,nativo,1,14.864
A3 8HR 2_png.rf.hdZJ4bXhrTGMuIig6P2Y.png,HUVEC,8,train,nativo,1,14.867
A2 8HR 1_png.rf.sm0Tu7r9j7BYepnmxxKe.png,HUVEC,8,train,nativo,1,14.874
A5 0HR 1_png.rf.LrEs0i1uQ22QfDiczsil.png,HUVEC,0,train,nativo,1,14.929
D6 0HR 1_png.rf.4oKYhxLKMYTeZrBOsGpy.png,HUVEC,0,train,nativo,1,14.952
A8 0HR 1_png.rf.NsYrX2Q0eYbZWXoghwTi.png,HUVEC,0,train,nativo,1,14.956
C3 8H 2_png.rf.2WnG1dTj6hfmtMmaSG3l.png,HUVEC,8,train,nativo,1,14.956
B2 0HR 2_png.rf.YbEuLym6tx1G0ByLVH1s.png,HUVEC,0,train,nativo,1,14.967
D7 0HR 1_png.rf.VyOkBvuzY65cf9MJnXZB.png,HUVEC,0,train,nativo,1,14.967
C2 8HR 2_png.rf.FAjaOYFoSVkGWqoTepQb.png,HUVEC,8,train,nativo,1,15.119
D7 0HR 2_png.rf.mGRaJg4oy22iduWPW8lr.png,HUVEC,0,train,nativo,1,15.148
Snap-22_92_png.rf.F9B8iIX7XdfGxT454Uyl.png,SKOV-3,24,train,nativo,1,15.235
B8 0HR 2_png.rf.1mcXWBrhxYELPgOqOm7Y.png,HUVEC,0,train,nativo,1,15.236
A7 0H 1_png.rf.SiNhL86Fl5NCzaMvqhnG.png,HUVEC,0,train,nativo,1,15.291
B7 0hr 2_png.rf.prftfZd1LyffvhWEcvAV.png,HUVEC,0,train,640,1,15.313
B7 8H 1_png.rf.lBFggiIcKNjlvkxM2hRK.png,HUVEC,8,train,nativo,1,15.316
A1 0H 1_png.rf.HD2oRQ2kZkfx6TVBCwb0.png,HUVEC,0,train,nativo,1,15.334
A6 0HR 1_png.rf.pklUjEh23onboVeWaw4x.png,HUVEC,0,train,nativo,1,15.452
B7 0hr 1_png.rf.ksMD0pYm6qfnouVyBUlp.png,HUVEC,0,train,640,1,15.471
A3 8H 1_png.rf.v5rT2whdOcVMLHtShbvB.png,HUVEC,8,train,nativo,1,15.496
B8 0HR 1_png.rf.KqhRF7p7Gc814ztA2tAN.png,HUVEC,0,train,nativo,1,15.522
D1 12H 2_png.rf.d9PBLeLwJNvcTiK3A1xg.png,HUVEC,12,train,nativo,1,15.535
B3 12H 2_png.rf.VwsTMjoz5gMDEM6g8sEy.png,HUVEC,12,train,nativo,1,15.607
B4 0H 2_png.rf.fifsiXXgXeSxEnoNdxAa.png,HUVEC,0,train,nativo,1,15.65
E2 8H 2_png.rf.A1FxKlPrQIHjZQ9mdCtD.png,HUVEC,8,train,nativo,1,15.656
E5 8H 2_png.rf.qiYtP4UGzE4Bcbq2kdNv.png,HUVEC,8,train,nativo,1,15.676
A2 8HR 2_png.rf.OPzk7PLhz0XXJ9whIGjz.png,HUVEC,8,train,nativo,1,15.718
A7 0HR 1_png.rf.K1SrVpQJXMVcmwZSUvfb.png,HUVEC,0,train,nativo,1,15.749
A8 0HR 2_png.rf.NV2jswG9TWuajrNnrF1h.png,HUVEC,0,train,nativo,1,15.789
C3 8H 2_png.rf.xnMBFgGz1tFhAeE5Mh0m.png,HUVEC,8,train,nativo,1,15.838
B2 8hr 1_png.rf.OXjyxpLiDUhYtlxAYXfv.png,HUVEC,8,train,640,1,15.857
B2 0HR 1_png.rf.rzJTQJsC1FX8HbufhcZr.png,HUVEC,0,train,nativo,1,15.897
A3 8HR 1_png.rf.KvjShuzpjDEXEBWbceBf.png,HUVEC,8,train,nativo,1,15.906
B2 12H 2_png.rf.YYY5vUirwJPSMny2nvl3.png,HUVEC,12,train,nativo,1,15.908
B1 8H 2_png.rf.3TB3hGpWKxwD8uqIJQTc.png,HUVEC,8,train,nativo,1,15.934
B2 12H 1_png.rf.q46PdRz1qnOtxZV3Argn.png,HUVEC,12,train,nativo,1,15.941
E6 8H 2_png.rf.1GadChaQmbQISRH9BRKf.png,HUVEC,8,train,nativo,1,15.955
B3 8H 1_png.rf.lHJeoP7Yhjzr6KYBPoRz.png,HUVEC,8,train,nativo,1,16.087
B2 8hr 1_png.rf.vGxP5rZkLK5MWiN0XW6M.png,HUVEC,8,train,640,1,16.092
B7 12hr 1_png.rf.hlhcADdzO6iuhfQES5Fp.png,HUVEC,12,train,640,1,16.093
Snap-17_131_png.rf.w04wolCzNfH78hvtq37N.png,SKOV-3,48,train,nativo,1,16.127
A3 24H 2_png.rf.1DXhlCUFozCEwAiOJfiw.png,HUVEC,24,train,nativo,1,16.137
Snap-06_251_png.rf.RTJFsjqwbqP4Ma6aageY.png,SKOV-3,72,train,nativo,1,16.183
C4 8H 2_png.rf.xf4fX4AvjWKAhdVeX8wx.png,HUVEC,8,train,nativo,1,16.276
D2 0H 2_png.rf.Dp47CnjPtc2Ypjhgjlpy.png,HUVEC,0,train,nativo,1,16.289
B7 12hr 2_png.rf.RhB5449wk7rwIdgUCPNc.png,HUVEC,12,train,640,1,16.329
Snap-59_152_png.rf.epaimzc0srccqJG6nJAH.png,SKOV-3,48,train,nativo,1,16.356
D3 0HR 2_png.rf.j8JuVxL68QInkMt5FJpM.png,HUVEC,0,train,nativo,1,16.402
D4 0H 2_png.rf.yvJgcXkN2Fgn4uyudNxv.png,HUVEC,0,train,nativo,1,16.415
B3 8H 2_png.rf.J2ZWdw3dXxPmWLgQzORH.png,HUVEC,8,train,nativo,1,16.421
D2 0H 1_png.rf.3s7Eh5cqjrXy6cn56UBU.png,HUVEC,0,train,nativo,1,16.436
A7 8H 1_png.rf.imdEFsHE1mYvXy3RRzPv.png,HUVEC,8,train,nativo,1,16.479
C3 12H 1_png.rf.gufpoClgDJpZOljTqUiO.png,HUVEC,12,train,nativo,1,16.485
B5 8hr 1_png.rf.1ehEbiuK31GRY9MNmv2r.png,HUVEC,8,train,640,1,16.497
A4 0H 1_png.rf.QvGfBsZY0oJLzm60bfmZ.png,HUVEC,0,train,nativo,1,16.599
A1 12H 2_png.rf.eHmr1uNqdPXHXXf5QmS1.png,HUVEC,12,train,nativo,1,16.599
Snap-49_155_png.rf.9Txc7Y2olfQH0Fk9KsNp.png,SKOV-3,48,train,nativo,1,16.608
A7 12H 1_png.rf.BUdmQD8lNWeuuRTsWHDX.png,HUVEC,12,train,nativo,1,16.615
A2 0H 1_png.rf.a5VwxH3XSG8ycPWjgw1m.png,HUVEC,0,train,nativo,1,16.635
Snap-32_232_png.rf.H6ouoiFAv5Y1rFVDrWAl.png,SKOV-3,24,train,nativo,1,16.657
A8 0HR 1_png.rf.ywsuBpu9YgKyQg8WWxOB.png,HUVEC,0,train,nativo,1,16.669
B3 12H 1_png.rf.K1xrQbmhbAmhHzuNkKJj.png,HUVEC,12,train,nativo,1,16.683
Snap-57_163_png.rf.pDbnqWgyxSpfj13CWb0J.png,SKOV-3,48,train,nativo,1,16.7
B4 12H 1_png.rf.um4DWqBv1Ipa6K71V8XD.png,HUVEC,12,train,nativo,1,16.707
A3 12H 1_png.rf.6fx89SeDFqbbpHYdcuw7.png,HUVEC,12,train,nativo,1,16.722
Snap-58_0_png.rf.LwKLpPTz09rttth9yXyJ.png,SKOV-3,48,train,nativo,1,16.743
B8 12hr 1_png.rf.iih8Y7cF2NixGIHCxYM5.png,HUVEC,12,train,640,1,16.797
Snap-38_260_png.rf.yEEj76fEVPAcN4GxNnYn.png,SKOV-3,72,train,nativo,1,16.815
A2 12H 2_png.rf.Zohd9tAlJmF6zir4Qa7l.png,HUVEC,12,train,nativo,1,16.845
Snap-29_94_png.rf.qaT0a4MOXWeFqaJqDMsT.png,SKOV-3,24,train,nativo,1,16.926
A4 0hr 2_png.rf.ipPkfLfmEihsBmZiVwsH.png,HUVEC,0,train,640,1,16.966
B4 8H 1_png.rf.ukDlkARNqBsdv0bFwPQq.png,HUVEC,8,train,nativo,1,16.97
A2 0H 2_png.rf.bZxKlJP6svuZ8bqXNeIV.png,HUVEC,0,train,nativo,1,16.975
D1 12H 1_png.rf.aMJ1RYwhajSgp6IwJHpg.png,HUVEC,12,train,nativo,1,17.022
D5 0HR 1_png.rf.SbuUvkEBfRb7XvbRCXbf.png,HUVEC,0,train,nativo,1,17.022
C6 0HR 1_png.rf.8uY0nXqjLEENJtXvrgwH.png,HUVEC,0,train,nativo,1,17.031
A6 0HR 2_png.rf.JMN4V6CmL5NKT47K3mPk.png,HUVEC,0,train,nativo,1,17.032
Snap-48_263_png.rf.m3ZXyMmPHbQPpj19hAhv.png,SKOV-3,72,train,nativo,1,17.035
Snap-50_113_png.rf.tvrHilkt9qEzTsmrzhEz.png,SKOV-3,24,train,nativo,1,17.039
A7 0HR 1_png.rf.MypZ7P5e22YqROshUyHa.png,HUVEC,0,train,nativo,1,17.144
A2 8h 2_png.rf.3ZQSDMzMCCEjeEEpMLRI.png,HUVEC,8,train,640,1,17.16
A7 0HR 2_png.rf.0uB1uwLgRUfuU7JqF0kR.png,HUVEC,0,train,nativo,1,17.184
A3 0H 1_png.rf.SCgzOX4C9GJqoXUBS7cD.png,HUVEC,0,train,nativo,1,17.213
D5 0H 2_png.rf.xGrdSoDTKtnwBuh4Cj2d.png,HUVEC,0,train,nativo,1,17.222
D4 0H 1_png.rf.7IFP3MwTGMviOOsMWWnv.png,HUVEC,0,train,nativo,1,17.264
C1 0HR 1_png.rf.io0V83H2okswSGviYmJX.png,HUVEC,0,train,nativo,1,17.282
E3 0H 1_png.rf.oCpQxeTo3GfI3SKhPtZw.png,HUVEC,0,train,nativo,1,17.388
B3 0H 2_png.rf.f395RxYLVfCR25kIWk9V.png,HUVEC,0,train,nativo,1,17.404
B2 8H 1_png.rf.82fOfdAqqU18vFxOh5u1.png,HUVEC,8,train,nativo,1,17.41
B1 24H 2_png.rf.4qaCftKSaA7xUEOjNTbd.png,HUVEC,24,train,nativo,1,17.503
C3 8H 2_png.rf.JQjUW9XY0QTRcyHYnnXJ.png,HUVEC,8,train,nativo,1,17.507
B8 0HR 1_png.rf.wcI5BQBhMVPCzXKkI2w6.png,HUVEC,0,train,nativo,1,17.567
A4 0HR 1_png.rf.flUKXJX958V29SztaqZp.png,HUVEC,0,train,nativo,1,17.609
A7 0HR 2_png.rf.vAp3lFd9w8FX4VCJhMZl.png,HUVEC,0,train,nativo,1,17.632
A6 0HR 1_png.rf.8JKmt3fFlm2xNDphYqOO.png,HUVEC,0,train,nativo,1,17.686
B2 8H 2_png.rf.ZKeiVD67Jac52yXARTr0.png,HUVEC,8,train,nativo,1,17.759
B7 0HR 1_png.rf.kzoYnFCLdbukY0DFsrTm.png,HUVEC,0,train,nativo,1,17.771
Snap-44_81_png.rf.TGvVmP3lIRrM3iTJoyVs.png,SKOV-3,24,train,nativo,1,17.793
C3 8H 1_png.rf.ifkP9o7aasJYjCRBwRMd.png,HUVEC,8,train,nativo,1,17.815
A1 8H 2_png.rf.o3mN54nakRmUHu9bcoEx.png,HUVEC,8,train,nativo,1,17.819
B2 0HR 1_png.rf.5zUWBCAzk9uVSqr7HPbp.png,HUVEC,0,train,nativo,1,17.819
B3 0H 1_png.rf.wXF2WuHXbUH1hjCwk5QU.png,HUVEC,0,train,nativo,1,17.823
Snap-12_69_png.rf.WicraKQ0CdhUH1IJtnIT.png,SKOV-3,24,train,nativo,1,17.881
A8 0H 2_png.rf.WfgjN8XhKFohA9v414DX.png,HUVEC,0,train,nativo,1,17.938
Snap-46_266_png.rf.BVQ9Gkip9wHmusHLwlcZ.png,SKOV-3,72,train,nativo,2,17.942
B2 0HR 2_png.rf.cDHclAIceZElSA3dVBAx.png,HUVEC,0,train,nativo,1,17.954
C3 0HR 1_png.rf.OA8x6g62ex8LdXxsap7v.png,HUVEC,0,train,nativo,1,17.962
Snap-48_5_png.rf.cqWnY0bh8WHNUbPpOr1X.png,SKOV-3,48,train,nativo,1,18.039
B3 12H 2_png.rf.j98jhElrKsmQ8U5bNLem.png,HUVEC,12,train,nativo,1,18.042
D8 0HR 1_png.rf.7wO0dPzIcA0LI4de0quS.png,HUVEC,0,train,nativo,1,18.08
B6 0HR 1_png.rf.DQKYy8uvjwNsc7uZUiaW.png,HUVEC,0,train,nativo,1,18.132
D5 0HR 2_png.rf.e3GMlxLnQsu8m7577fEm.png,HUVEC,0,train,nativo,1,18.177
B6 8hr 2_png.rf.O9yXvhq4gJ67a56wZwzv.png,HUVEC,8,train,640,1,18.268
A2 8hr 1_png.rf.4aLjXPuqHOVMkWPtoetx.png,HUVEC,8,train,640,1,18.326
Snap-18_242_png.rf.sg4fkcHavt8IVG7Qq0vy.png,SKOV-3,72,train,nativo,1,18.34
D1 0H 2_png.rf.jUT312N8lU7n2aO1Z7bp.png,HUVEC,0,train,nativo,1,18.347
B1 12H 2_png.rf.XB9579ManLTdbXacXqbn.png,HUVEC,12,train,nativo,1,18.37
Snap-19_45_png.rf.h26s2hEWJo5PGBPNWzbv.png,SKOV-3,48,train,nativo,1,18.375
B3 8H 1_png.rf.KsM3VfYU1XJ2B5xCPglb.png,HUVEC,8,train,nativo,1,18.449
C2 24H 1_png.rf.HSmhO8ggpsXiYVCigAYN.png,HUVEC,24,train,nativo,1,18.466
B1 0H 1_png.rf.wkE6SnIAQml6UyDMQy02.png,HUVEC,0,train,nativo,1,18.478
Snap-30_129_png.rf.KEvLsnuWxsJl9q7Pk2G2.png,SKOV-3,48,train,nativo,1,18.496
B6 0HR 2_png.rf.PJA73eFbAqKdZVUui1iH.png,HUVEC,0,train,nativo,1,18.533
B3 0H 2_png.rf.qkQ8oAXFHv0sxBmtvOUJ.png,HUVEC,0,train,nativo,1,18.553
D3 0H 1_png.rf.b1sSavdi7Hd62AjZzMXH.png,HUVEC,0,train,nativo,1,18.613
D3 0HR 2_png.rf.xg8UuwFd0AAbsMueldhL.png,HUVEC,0,train,nativo,1,18.649
B6 8H 1_png.rf.EJolHbiqIDsWm7XwyCFX.png,HUVEC,8,train,nativo,1,18.653
Snap-23_180_png.rf.SxoeyqweD8MEywpcCrsl.png,SKOV-3,24,train,nativo,1,18.667
A4 0H 2_png.rf.01eh205oAFDjBIMIeEV2.png,HUVEC,0,train,nativo,1,18.715
A4 0HR 2_png.rf.rykHBscK23N6CFQg1aEp.png,HUVEC,0,train,nativo,1,18.773
C3 12H 2_png.rf.tExKdQ0xoYVj68ww6N50.png,HUVEC,12,train,nativo,1,18.782
B7 0HR 2_png.rf.nntMFnTHGgBpH6aqtdYS.png,HUVEC,0,train,nativo,1,18.795
A5 0HR 2_png.rf.Y8g6msImi3FtQjKV3Wp9.png,HUVEC,0,train,nativo,1,18.835
C8 0HR 1_png.rf.unFcr8NfT77SuQCb8WVf.png,HUVEC,0,train,nativo,1,18.932
B3 0HR 2_png.rf.IrowMicDt4hLjxXOd20S.png,HUVEC,0,train,nativo,1,18.948
A3 0HR 1_png.rf.lbHrUgZUHbHQslRvoZEH.png,HUVEC,0,train,nativo,1,18.95
B4 0H 2_png.rf.Obm6iHfD9YqIMfaIi7jC.png,HUVEC,0,train,nativo,1,18.97
C5 0HR 2_png.rf.RILXqlwl7sgu60wnNZj4.png,HUVEC,0,train,nativo,1,18.998
B3 0HR 1_png.rf.w38HSO6SfUXeo4hLFscR.png,HUVEC,0,train,nativo,1,19.025
A4 0HR 1_png.rf.lr0vF9oNfEZapbxfemLc.png,HUVEC,0,train,nativo,1,19.027
D3 0HR 1_png.rf.UTdVqreVFkXPnGSBUDx1.png,HUVEC,0,train,nativo,1,19.061
D8 0HR 2_png.rf.6vZ69MlNa4M4RK00CrsX.png,HUVEC,0,train,nativo,1,19.066
B4 12H 2_png.rf.M73w17SwMbnI1WYVdwjH.png,HUVEC,12,train,nativo,1,19.07
B7 24H 1_png.rf.OtOpnukvsf6oYU6mqpLu.png,HUVEC,24,train,nativo,1,19.076
B7 8hr 2_png.rf.31N2cJl5ULRNszuwGyOb.png,HUVEC,8,train,640,1,19.078
D1 8H 1_png.rf.zbjZK9V0wwXONgH5gW3t.png,HUVEC,8,train,nativo,1,19.115
B3 8H 2_png.rf.9tJrx07oVduWzllk5nQH.png,HUVEC,8,train,nativo,1,19.151
E5 8H 1_png.rf.oN4y0TzU89hopazD41ga.png,HUVEC,8,train,nativo,1,19.186
Snap-48_214_png.rf.W39NuOZewyYyiyIabBmm.png,SKOV-3,24,train,nativo,1,19.209
D3 0H 2_png.rf.yYcVsHyN2N7kW6l1R49u.png,HUVEC,0,train,nativo,1,19.236
E6 0H 1_png.rf.POLlPvbzIXFuKVcMzKwy.png,HUVEC,0,train,nativo,1,19.248
A2 0HR 1_png.rf.8PMA4P9qg9rH3AjVYmde.png,HUVEC,0,train,nativo,1,19.258
Snap-34_229_png.rf.KJvv2XXHVgpLiZwVt9mg.png,SKOV-3,24,train,nativo,1,19.304
C7 0hr 1_png.rf.0KFwLe9lCE6WFiy10CUh.png,HUVEC,0,train,640,1,19.366
B5 0H 1_png.rf.htjXZjR6bZGr7BAinqzk.png,HUVEC,0,train,nativo,1,19.449
A1 8H 2_png.rf.Fg5j1LHwzHDaS3nDHYaG.png,HUVEC,8,train,nativo,1,19.557
B7 8hr 1_png.rf.SElaSihN8SWw6hPUO4yu.png,HUVEC,8,train,640,1,19.567
C1 0H 2_png.rf.NIaj6ZfxU7W8Sisl4O7V.png,HUVEC,0,train,nativo,1,19.587
D1 0H 1_png.rf.pkAbrogIQaGpnfBfEZnF.png,HUVEC,0,train,nativo,1,19.598
B6 8H 2_png.rf.QwHHdwx6U1gvnoHzE73s.png,HUVEC,8,train,nativo,1,19.628
C4 0HR 1_png.rf.hxKvqnSdYZdDCX5ISZcP.png,HUVEC,0,train,nativo,1,19.636
Snap-09_245_png.rf.Sk2QN2VbMrtgID67t9q5.png,SKOV-3,72,train,nativo,1,19.639
A1 0H 2_png.rf.Ch9zsbnPPUewmwRQvgwK.png,HUVEC,0,train,nativo,1,19.666
C3 0H 2_png.rf.xbZO9Bb0ELGvFvQqg9Ga.png,HUVEC,0,train,nativo,1,19.677
C3 0HR 2_png.rf.fB58mPGwNgzpEsam8ilX.png,HUVEC,0,train,nativo,1,19.718
E8 0H 1_png.rf.QW6ssGm9E4YMOA62gaG3.png,HUVEC,0,train,nativo,1,19.72
B6 0HR 2_png.rf.9dIqbEAZjCw7c536N5S2.png,HUVEC,0,train,nativo,1,19.756
B7 0HR 2_png.rf.dMPgfORCcjwf92Kh6sCI.png,HUVEC,0,train,nativo,1,19.826
A2 0HR 2_png.rf.uZnHhBG7PNdQodX1DjwB.png,HUVEC,0,train,nativo,1,19.854
C3 0H 1_png.rf.1GcjwCTkABCFtVVPXmAu.png,HUVEC,0,train,nativo,1,19.857
B7 8hr_1_png.rf.U0VJcTDbcVdMQ9Gikaum.png,HUVEC,8,train,640,1,19.887
C1 0HR 2_png.rf.cofLTSxW3gxzQSKdJLlN.png,HUVEC,0,train,nativo,1,19.948
A4 0HR 2_png.rf.ad8NWhUve9wWCADVF4Er.png,HUVEC,0,train,nativo,1,19.978
C5 0HR 1_png.rf.Eq08r4rsYSmeLWqDM8ss.png,HUVEC,0,train,nativo,1,20.011
Snap-58_105_png.rf.S6dGBs8nCJirevpjONB2.png,SKOV-3,24,train,nativo,1,20.028
B6 0H 2_png.rf.W8rwB6ecHS5ndhWG6kfs.png,HUVEC,0,train,nativo,1,20.058
A8 0HR 2_png.rf.bBTZEJTn14rSmKt22Tgo.png,HUVEC,0,train,nativo,1,20.074
B2 0H 1_png.rf.QVDYxCAVBSgrpofFVEjh.png,HUVEC,0,train,nativo,1,20.155
Snap-42_258_png.rf.hETwVZpuNUgJrChjohxD.png,SKOV-3,72,train,nativo,1,20.179
E5 0H 1_png.rf.1vQjKt50QZjN64Psv9NT.png,HUVEC,0,train,nativo,1,20.194
A2 0H 1_png.rf.2hwnOfsNvVtFFjEPfzyP.png,HUVEC,0,train,nativo,1,20.196
Snap-22_121_png.rf.4Zd3SMsh9JTMlsxulPWv.png,SKOV-3,48,train,nativo,1,20.244
A5 8hr 2_png.rf.ORi73INEpKfYcNVBMeHR.png,HUVEC,8,train,640,1,20.281
B2 0H 2_png.rf.hSCWG8Fad2RCMrJcKW7X.png,HUVEC,0,train,nativo,1,20.357
E3 0H 1_png.rf.y1L8LGZtCBb5mYaRh30F.png,HUVEC,0,train,nativo,1,20.419
Snap-43_261_png.rf.ggKc9XCcU2o4oFi3pgsw.png,SKOV-3,72,train,nativo,1,20.43
C7 0hr 2_png.rf.ncuQjQh19UrtWTYYtwgY.png,HUVEC,0,train,640,1,20.436
A2 0HR 2_png.rf.OO5XnE4RmaSV016MsOgg.png,HUVEC,0,train,nativo,1,20.461
D1 12H 2_png.rf.rTaXrHPveh6L5jJcmCX5.png,HUVEC,12,train,nativo,1,20.468
A6 0HR 2_png.rf.U8U5IbHwqCKRxWcOiaKk.png,HUVEC,0,train,nativo,1,20.521
Snap-53_156_png.rf.2KewamwDRhiW6t7lbzHC.png,SKOV-3,48,train,nativo,1,20.545
B4 0H 1_png.rf.fnnFJZSxNbJIYzq62RBH.png,HUVEC,0,train,nativo,1,20.633
C4 0HR 2_png.rf.JlOkG4pOgUprJJbRw5eR.png,HUVEC,0,train,nativo,1,20.638
Snap-54_150_png.rf.BbXD2AQgA8naVrH0wTEE.png,SKOV-3,48,train,nativo,1,20.717
C2 0HR 1_png.rf.Yu3NwZ7ww6snJr7UM5dr.png,HUVEC,0,train,nativo,1,20.717
A1 0H 1_png.rf.deuEZnvxVEhdzYi1BbRS.png,HUVEC,0,train,nativo,1,20.721
A3 12H 2_png.rf.qDuUdj7SXNoX4mT28S1W.png,HUVEC,12,train,nativo,1,20.774
Snap-34_35_png.rf.cCBbQ4DkqD2S1DhdFMv4.png,SKOV-3,48,train,nativo,1,20.856
Snap-49_264_png.rf.Ig21lSZL1n8lAFqwIinJ.png,SKOV-3,72,train,nativo,1,20.858
B7 0H 1_png.rf.qyPkI4Uc25HXxwIDzzb2.png,HUVEC,0,train,nativo,1,20.858
C7 0HR 1_png.rf.hMZ6n4BOgfQTtrExgc7u.png,HUVEC,0,train,nativo,1,20.862
C6 0HR 2_png.rf.zyNAR1CwDZpAV3QTNmAK.png,HUVEC,0,train,nativo,1,20.89
C7 0HR 2_png.rf.p7jzNkQk0PbCL4U2IsE2.png,HUVEC,0,train,nativo,1,20.945
D1 0H 1_png.rf.lyGwKQ55XW9Rox9MUQ2W.png,HUVEC,0,train,nativo,1,20.996
Snap-11_249_png.rf.6QpMCQrXSp8HmL3wsQyY.png,SKOV-3,72,train,nativo,1,21.045
Snap-44_262_png.rf.lTvBtNUt4oywkU5QtcJ7.png,SKOV-3,72,train,nativo,1,21.046
B3 0HR 1_png.rf.ywI9JUlQUWMjhvBhIXSD.png,HUVEC,0,train,nativo,1,21.076
A2 0H 2_png.rf.FS0GVTfItDwHaET3Kb6j.png,HUVEC,0,train,nativo,1,21.177
Snap-55_151_png.rf.HB3SBxZfAuHyuw16MFoY.png,SKOV-3,48,train,nativo,1,21.182
Snap-13_243_png.rf.tUzcuWuytl6VQBEZn5pP.png,SKOV-3,72,train,nativo,1,21.218
D1 8H 2_png.rf.QDHJAU6viLWqVuRsQP8L.png,HUVEC,8,train,nativo,1,21.239
C3 0H 2_png.rf.vi6kwDP5hcJTtZbSmmNR.png,HUVEC,0,train,nativo,1,21.284
B2 12hr 2_png.rf.riSjsWM4RKaoLOeuGF4T.png,HUVEC,12,train,640,1,21.295
Snap-17_191_png.rf.VaUfcjat6tcky3mpq2eY.png,SKOV-3,24,train,nativo,1,21.31
B3 0H 1_png.rf.GfdZamns9A85dmpsncQd.png,HUVEC,0,train,nativo,1,21.317
Snap-48_110_png.rf.6W4SsaL8UNRSLJ5llLr8.png,SKOV-3,24,train,nativo,1,21.353
B5 0H 2_png.rf.WRwrrI9JRjNDFvDrJ455.png,HUVEC,0,train,nativo,1,21.375
Snap-08_246_png.rf.RqnG5jTrBo52eftjs5DV.png,SKOV-3,72,train,nativo,1,21.461
E4 0H 1_png.rf.Odx4K5xl2aDlImnpj0G5.png,HUVEC,0,train,nativo,1,21.52
B3 0H 2_png.rf.QrVPpwk8bLI8oOafOqxw.png,HUVEC,0,train,nativo,1,21.58
