arquivo_b,stem_normalizado,arquivo_a,pasta_a,linha_celular,well_campo,timepoint_h,similaridade,margem_2o_melhor,status,experimento,tratamento,creation_dt,lote,trat_huvec,ctx_ambiguo
B2 0HR 2_png.rf.cDHclAIceZElSA3dVBAx.png,b2 0hr 2,B2 0HR 2 (2).tiff,HUVEC/0h,HUVEC,B2,0,1.0,0.2885,ok,,,,Originais (1),,
C3 12HR 1_png.rf.k9cSExscEQguJR8FzubC.png,c3 12hr 1,C3 12HR 1.tiff,HUVEC/12h,HUVEC,C3,12,1.0,,ok,,,,Originais (1),,
B8 24HR 2_png.rf.b5g4X4XnMrKNqb9SQURi.png,b8 24hr 2,B8 24HR 2 (2).tiff,HUVEC/24h,HUVEC,B8,24,1.0,0.4304,ok,,,,Originais (1),,
B8 24HR 2_png.rf.ERLmHyV7djMflJp4wvGM.png,b8 24hr 2,B8 24HR 2.tiff,HUVEC/24h,HUVEC,B8,24,1.0,0.4304,ok,,,,originais,,
Snap-53_216_png.rf.ceY07VS1O3yBsoN0i4yF.png,snap-53,Snap-53 (2).tiff,SKOV/24h,SKOV,snap-53,24,0.9996,0.2141,ok,P1,GEO+PTX,,,,
Snap-53_156_png.rf.2KewamwDRhiW6t7lbzHC.png,snap-53,Snap-53 (2).tiff,SKOV/48h,SKOV,snap-53,48,0.9995,0.216,ok,P1,GEO+PTX,,,,
Snap-53_png.rf.SPyaEqsIv6YUwm8RQELh.png,snap-53,Snap-53.tiff,SKOV/0h,SKOV,snap-53,0,0.9995,0.2135,ok,P2,CARBO+GEO,,,,
Snap-53_112_png.rf.y85Lfcr4yLHN2tGaM2NL.png,snap-53,Snap-53.tiff,SKOV/24h,SKOV,snap-53,24,0.9995,0.2194,ok,P2,CARBO+GEO,,,,
Snap-53_7_png.rf.2ct09e2HAorv0Sj4JVs5.png,snap-53,Snap-53.tiff,SKOV/48h,SKOV,snap-53,48,0.9995,0.2583,ok,P2,CARBO+GEO,,,,
C1 12HR 1_png.rf.gB0o6oQuTbhG8ZUNerJu.png,c1 12hr 1,C1 12HR 1.tiff,HUVEC/12h,HUVEC,C1,12,1.0,,ok,,,,Originais (1),,
D2 12HR 1_png.rf.p5hRLQSbnz5xkNGQSLyI.png,d2 12hr 1,D2 12HR 1 (2).tiff,HUVEC/12h,HUVEC,D2,12,1.0,0.5443,ok,,,,Originais (1),,
D2 12HR 1_png.rf.V6y5jkWZ8U2dauX4R8yb.png,d2 12hr 1,D2 12HR 1.tiff,HUVEC/12h,HUVEC,D2,12,1.0,0.5443,ok,,,,originais,,
B3 24H 2_png.rf.EyLWdlWUKIXMP6iPFvce.png,b3 24h 2,B3 24H 2.tiff,HUVEC/24h,HUVEC,B3,24,1.0,0.2757,ok,,,,LUIS RAW,PEP+GB,
B3 24H 2_png.rf.lz3tD9MuGQ7oyICLG9uX.png,b3 24h 2,B3 24H 2 (4).tiff,HUVEC/24h,HUVEC,B3,24,1.0,0.0839,ok,,,,Migração (PET e PEP) n3 - RAW,,
B3 24H 2_png.rf.PpupAz8GxRor2jDbCqF6.png,b3 24h 2,B3 24H 2 (2).tiff,HUVEC/24h,HUVEC,B3,24,1.0,0.0839,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B3 24H 2_png.rf.JIWJJuOjEyFnBTTqWboN.png,b3 24h 2,B3 24H 2 (3).tiff,HUVEC/24h,HUVEC,B3,24,1.0,0.2757,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
D5 0HR 1_png.rf.SbuUvkEBfRb7XvbRCXbf.png,d5 0hr 1,D5 0HR 1.tiff,HUVEC/0h,HUVEC,D5,0,1.0,,ok,,,,originais,,
B7 8HR 2_png.rf.yDoXeIkOiLCyfJbfAIKB.png,b7 8hr 2,B7 8HR 2 (2).tiff,HUVEC/8h,HUVEC,B7,8,1.0,0.2171,ok,,,,Originais (1),,
B7 8hr 2_png.rf.31N2cJl5ULRNszuwGyOb.png,b7 8hr 2,B7 8hr 2.tiff,HUVEC/8h,HUVEC,B7,8,0.9728,0.1763,ok,,,,Saudável,,
B7 8HR 2_png.rf.6EowOoKvvsLORMwWwBzP.png,b7 8hr 2,,,HUVEC,B7,8,,,sem_candidato,,,,,,
C2 8HR 1_png.rf.wLj3o7QBiTw4PQFnhYZK.png,c2 8hr 1,C2 8HR 1.tiff,HUVEC/8h,HUVEC,C2,8,1.0,,ok,,,,Originais (1),,
A8 0HR 1_png.rf.ywsuBpu9YgKyQg8WWxOB.png,a8 0hr 1,A8 0HR 1 (2).tiff,HUVEC/0h,HUVEC,A8,0,1.0,0.2159,ok,,,,Originais (1),,
A8 0HR 1_png.rf.NsYrX2Q0eYbZWXoghwTi.png,a8 0hr 1,A8 0HR 1.tiff,HUVEC/0h,HUVEC,A8,0,1.0,0.2159,ok,,,,originais,,
Snap-30_55_png.rf.6m4MweF1gXcaFnLD23yF.png,snap-30,Snap-30.tiff,SKOV/48h,SKOV,snap-30,48,0.9996,0.2314,ok,P2,CARBO,,,,
Snap-30_100_png.rf.DcdJxw6OPtMDzDx5c3Lq.png,snap-30,Snap-30.tiff,SKOV/24h,SKOV,snap-30,24,0.9996,0.2251,ok,P2,CARBO,,,,
Snap-30_png.rf.Xojuz9v1uRZimBXRpyJ2.png,snap-30,Snap-30.tiff,SKOV/0h,SKOV,snap-30,0,0.9997,0.2265,ok,P2,CARBO,,,,
Snap-30_129_png.rf.KEvLsnuWxsJl9q7Pk2G2.png,snap-30,Snap-30 (2).tiff,SKOV/48h,SKOV,snap-30,48,0.9995,0.2535,ok,P1,PTX,,,,
Snap-30_189_png.rf.U7DtY68aa2qOKJpDCR2K.png,snap-30,Snap-30 (2).tiff,SKOV/24h,SKOV,snap-30,24,0.9998,0.2543,ok,P1,PTX,,,,
B5 24h 2_png.rf.3cjezeQQgtHMSACrb0Ld.png,b5 24h 2,B5 24h 2.tiff,HUVEC/24h,HUVEC,B5,24,0.9657,0.208,ok,,,,Pré-Eclâmpsia,,
B5 24H 2_png.rf.byu1C5KzftHjtBI9ULN6.png,b5 24h 2,B5 24H 2 (3).tiff,HUVEC/24h,HUVEC,B5,24,1.0,0.3144,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B5 24H 2_png.rf.6Ig6Tpi1O42aZ0x8gcXo.png,b5 24h 2,B5 24H 2 (2).tiff,HUVEC/24h,HUVEC,B5,24,1.0,0.2361,ok,,,,LUIS RAW,PEP,
B2 8H 1_png.rf.82fOfdAqqU18vFxOh5u1.png,b2 8h 1,B2 8H 1 (3).tiff,HUVEC/8h,HUVEC,B2,8,1.0,0.7331,ok,,,,Migração (PET e PEP) n3 - RAW,,
B2 8H 1_png.rf.1sEMLb1fXZPZHJjrhVPy.png,b2 8h 1,B2 8H 1.tiff,HUVEC/8h,HUVEC,B2,8,1.0,0.8687,ok,,,,LUIS RAW,PEP+MET3,
B2 8H 1_png.rf.eHCBbYTrS06t1A3Xetic.png,b2 8h 1,B2 8H 1 (2).tiff,HUVEC/8h,HUVEC,B2,8,1.0,0.7331,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
B8 0hr 2_png.rf.aZCq8UqHxNli7naRqYDo.png,b8 0hr 2,B8 0hr 2.tiff,HUVEC/0h,HUVEC,B8,0,0.9691,0.3645,ok,,,,Saudável,,
B8 0HR 2_png.rf.1mcXWBrhxYELPgOqOm7Y.png,b8 0hr 2,B8 0HR 2 (2).tiff,HUVEC/0h,HUVEC,B8,0,1.0,0.3592,ok,,,,Originais (1),,
B8 0HR 2_png.rf.NmJGNQtA45arpoRi4Nti.png,b8 0hr 2,,,HUVEC,B8,0,,,sem_candidato,,,,,,
D3 12HR 1_png.rf.Yo8fn057Z7AttFerhIaK.png,d3 12hr 1,D3 12HR 1 (2).tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.7572,ok,,,,Originais (1),,
D3 12HR 1_png.rf.mifzTygCpbeTjrtE3vVM.png,d3 12hr 1,D3 12HR 1.tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.7572,ok,,,,originais,,
C7 24HR 2_png.rf.cnX19wyaKkQGsBZZ4Sw2.png,c7 24hr 2,C7 24HR 2.tiff,HUVEC/24h,HUVEC,C7,24,1.0,,ok,,,,Originais (1),,
A7 12HR 2_png.rf.f4E0d0pjc4kys6Feop64.png,a7 12hr 2,A7 12HR 2 (2).tiff,HUVEC/12h,HUVEC,A7,12,1.0,0.4591,ok,,,,Originais (1),,
A7 12HR 2_png.rf.LGr3s2Yj4OY0qdGUWghJ.png,a7 12hr 2,A7 12HR 2.tiff,HUVEC/12h,HUVEC,A7,12,1.0,0.4591,ok,,,,originais,,
ptx1_2_png.rf.mOSxinMIUOQxQUjpAhxb.png,ptx1 2,ptx1_2.tiff,SKOV/0h,SKOV,ptx1_2,0,0.9996,,ok,P1,PTX,,,,
B2 24H 2_png.rf.X8Z6nGLnH4ONbqM6CEpF.png,b2 24h 2,B2 24H 2.tiff,HUVEC/24h,HUVEC,B2,24,0.9752,0.0163,ambiguo,,,,Saudável,,
B2 24H 2_png.rf.2B8Ciuc7mmIxPuHxOZLz.png,b2 24h 2,B2 24H 2 (4).tiff,HUVEC/24h,HUVEC,B2,24,1.0,0.3599,ok,,,,Migração (PET e PEP) n3 - RAW,,
B2 24H 2_png.rf.Q3DCFWxYj6laxcLJd6a0.png,b2 24h 2,B2 24H 2 (2).tiff,HUVEC/24h,HUVEC,B2,24,1.0,1.4911,ok,,,,LUIS RAW,PEP+MET3,
B2 24H 2_png.rf.6K3bulaFjDpWKIXTUtMN.png,b2 24h 2,B2 24H 2 (3).tiff,HUVEC/24h,HUVEC,B2,24,1.0,0.0461,ambiguo,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
B6 8HR 2_png.rf.lL8VF3TnnS6JnU7Tc7Wa.png,b6 8hr 2,B6 8HR 2 (2).tiff,HUVEC/8h,HUVEC,B6,8,1.0,0.5446,ok,,,,Originais (1),,
B6 8HR 2_png.rf.bHSaiKrngLQxd2WS4VGz.png,b6 8hr 2,,,HUVEC,B6,8,,,sem_candidato,,,,,,
B6 8hr 2_png.rf.O9yXvhq4gJ67a56wZwzv.png,b6 8hr 2,B6 8hr 2.tiff,HUVEC/8h,HUVEC,B6,8,0.9566,0.5291,ok,,,,Saudável,,
A2 8HR 2_png.rf.u3NMC3KSQZdSv2RTyFC5.png,a2 8hr 2,A2 8HR 2 (2).tiff,HUVEC/8h,HUVEC,A2,8,1.0,0.3332,ok,,,,Originais (1),,
A2 8HR 2_png.rf.OPzk7PLhz0XXJ9whIGjz.png,a2 8hr 2,A2 8HR 2.tiff,HUVEC/8h,HUVEC,A2,8,1.0,0.3332,ok,,,,originais,,
C2 8H 2_png.rf.DMVAcxSLblieiwwMA22S.png,c2 8h 2,C2 8H 2 (2).tiff,HUVEC/8h,HUVEC,C2,8,1.0,0.3165,ok,,,,Migração (PET e PEP) n3 - RAW,,
C2 8H 2_png.rf.hIrLcZkOgk90yFawiPTB.png,c2 8h 2,C2 8H 2.tiff,HUVEC/8h,HUVEC,C2,8,1.0,0.3165,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
C3 12H 2_png.rf.EZwf4Pv39ZyBeUX9Siot.png,c3 12h 2,C3 12H 2 (3).tiff,HUVEC/12h,HUVEC,C3,12,1.0,0.5165,ok,,,,Migração (PET e PEP) n3 - RAW,,
C3 12H 2_png.rf.9BFyHnRYAWj09CUpjmbm.png,c3 12h 2,C3 12H 2.tiff,HUVEC/12h,HUVEC,C3,12,1.0,0.227,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 1uM,
C3 12H 2_png.rf.tExKdQ0xoYVj68ww6N50.png,c3 12h 2,C3 12H 2 (2).tiff,HUVEC/12h,HUVEC,C3,12,1.0,0.227,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
A1 8H 2_png.rf.Fg5j1LHwzHDaS3nDHYaG.png,a1 8h 2,A1 8H 2 (3).tiff,HUVEC/8h,HUVEC,A1,8,1.0,0.4837,ok,,,,Migração (PET e PEP) n3 - RAW,,
A1 8H 2_png.rf.o3mN54nakRmUHu9bcoEx.png,a1 8h 2,A1 8H 2 (2).tiff,HUVEC/8h,HUVEC,A1,8,1.0,0.6745,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
B3 12H 2_png.rf.NDVg6wiBvaIIXeGck2ha.png,b3 12h 2,B3 12H 2.tiff,HUVEC/12h,HUVEC,B3,12,1.0,0.0802,ok,,,,LUIS RAW,PEP+GB,
B3 12H 2_png.rf.j98jhElrKsmQ8U5bNLem.png,b3 12h 2,B3 12H 2 (4).tiff,HUVEC/12h,HUVEC,B3,12,1.0,0.2169,ok,,,,Migração (PET e PEP) n3 - RAW,,
B3 12H 2_png.rf.5Jpy0eTyEFkYVLhRnY0H.png,b3 12h 2,B3 12H 2 (2).tiff,HUVEC/12h,HUVEC,B3,12,1.0,0.103,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B3 12H 2_png.rf.VwsTMjoz5gMDEM6g8sEy.png,b3 12h 2,B3 12H 2 (3).tiff,HUVEC/12h,HUVEC,B3,12,1.0,0.0802,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
E1 24H 1_png.rf.JjdLiNmCus3kSa50aOeW.png,e1 24h 1,E1 24H 1.tiff,HUVEC/24h,HUVEC,E1,24,1.0,,ok,,,,LUIS RAW,PEP,
B7 24H 1_png.rf.OtOpnukvsf6oYU6mqpLu.png,b7 24h 1,B7 24H 1 (2).tiff,HUVEC/24h,HUVEC,B7,24,1.0,0.7101,ok,,,,LUIS RAW,PEP+GB,
B7 24h 1_png.rf.711fbkCM378FKfxwg6z1.png,b7 24h 1,B7 24h 1.tiff,HUVEC/24h,HUVEC,B7,24,0.8366,0.6009,ok,,,,Pré-Eclâmpsia,,
B7 24h 1_png.rf.5p9AHhSfxGprdyejHtqc.png,b7 24h 1,,,HUVEC,B7,24,,,sem_candidato,,,,,,
D1 8H 1_png.rf.AmYzGCscmIMNbZlAIVL4.png,d1 8h 1,D1 8H 1 (3).tiff,HUVEC/8h,HUVEC,D1,8,1.0,0.1495,ok,,,,Migração (PET e PEP) n3 - RAW,,
D1 8H 1_png.rf.zbjZK9V0wwXONgH5gW3t.png,d1 8h 1,D1 8H 1 (2).tiff,HUVEC/8h,HUVEC,D1,8,1.0,0.2262,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
D1 8H 1_png.rf.6S1MX1FR4Rawy7SjqcqO.png,d1 8h 1,D1 8H 1.tiff,HUVEC/8h,HUVEC,D1,8,1.0,0.1495,ok,,,,LUIS RAW,PET,
C2 8H 1_png.rf.CgtKGglvZUo2NKAOhpkN.png,c2 8h 1,C2 8H 1 (2).tiff,HUVEC/8h,HUVEC,C2,8,1.0,0.0954,ok,,,,Migração (PET e PEP) n3 - RAW,,
C2 8H 1_png.rf.YcvorWt40mgqlkfFWa9p.png,c2 8h 1,C2 8H 1.tiff,HUVEC/8h,HUVEC,C2,8,1.0,0.0954,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
A1 0H 2_png.rf.Ch9zsbnPPUewmwRQvgwK.png,a1 0h 2,A1 0H 2 (3).tiff,HUVEC/0h,HUVEC,A1,0,1.0,0.1547,ok,,,,Migração (PET e PEP) n3 - RAW,,
A1 0H 2_png.rf.zdc9javVRAONDqMECkcv.png,a1 0h 2,A1 0H 2 (2).tiff,HUVEC/0h,HUVEC,A1,0,1.0,0.1547,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
C1 12H 1_png.rf.DBQsmm0tg6U59ZM4Ject.png,c1 12h 1,C1 12H 1 (3).tiff,HUVEC/12h,HUVEC,C1,12,1.0,0.5588,ok,,,,Migração (PET e PEP) n3 - RAW,,
C1 12H 1_png.rf.3MJj2LN3tzGOspcR3v0U.png,c1 12h 1,C1 12H 1 (2).tiff,HUVEC/12h,HUVEC,C1,12,1.0,0.2504,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
C1 12H 1_png.rf.3eaAz3o1S8lN2vN7cVFf.png,c1 12h 1,C1 12H 1.tiff,HUVEC/12h,HUVEC,C1,12,1.0,0.2504,ok,,,,LUIS RAW,PET,
D1 24H 1_png.rf.9St1pSdNBqUmYewNNUks.png,d1 24h 1,D1 24H 1 (3).tiff,HUVEC/24h,HUVEC,D1,24,1.0,0.1884,ok,,,,Migração (PET e PEP) n3 - RAW,,
D1 24H 1_png.rf.OBD2OApvH8j8vOMik7pK.png,d1 24h 1,D1 24H 1 (2).tiff,HUVEC/24h,HUVEC,D1,24,1.0,0.086,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
D2 12H 2_png.rf.ACOvW3ReDoIcqLBcUAWq.png,d2 12h 2,D2 12H 2 (2).tiff,HUVEC/12h,HUVEC,D2,12,1.0,0.9087,ok,,,,Migração (PET e PEP) n3 - RAW,,
D2 12H 2_png.rf.asho9rO42U1YkLH8onj3.png,d2 12h 2,D2 12H 2.tiff,HUVEC/12h,HUVEC,D2,12,1.0,0.9087,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
Snap-28_png.rf.53e1fT3dOkKzOIbE7A2L.png,snap-28,Snap-28.tiff,SKOV/0h,SKOV,snap-28,0,0.9994,0.1918,ok,P2,CARBO,,,,
Snap-28_52_png.rf.DmC6ddQwMqlVy1m8BSG0.png,snap-28,Snap-28.tiff,SKOV/48h,SKOV,snap-28,48,0.9996,0.2335,ok,P2,CARBO,,,,
Snap-28_280_png.rf.Xe3kQDC14ewhHfBA8CUW.png,snap-28,Snap-28.tiff,SKOV/72h,SKOV,snap-28,72,0.9987,0.2061,ok,P1,GEO,,,,
Snap-28_126_png.rf.V9gVxGXcQuCpVJLB39Zx.png,snap-28,Snap-28 (2).tiff,SKOV/48h,SKOV,snap-28,48,0.9996,0.2749,ok,P1,PTX,,,,
Snap-28_186_png.rf.Pxc3A3OicklntYPjiAag.png,snap-28,Snap-28 (2).tiff,SKOV/24h,SKOV,snap-28,24,0.9996,0.2223,ok,P1,PTX,,,,
Snap-28_97_png.rf.XDLmTq2FjXvy3Vkcqds3.png,snap-28,Snap-28.tiff,SKOV/24h,SKOV,snap-28,24,0.9995,0.1914,ok,P2,CARBO,,,,
Snap-32_232_png.rf.H6ouoiFAv5Y1rFVDrWAl.png,snap-32,Snap-32 (2).tiff,SKOV/24h,SKOV,snap-32,24,0.9995,0.1782,ok,P1,GEO,,,,
Snap-32_172_png.rf.v8kSqKvdYhYnQPNDX2xH.png,snap-32,Snap-32 (2).tiff,SKOV/48h,SKOV,snap-32,48,0.9994,0.178,ok,P1,GEO,,,,
Snap-32_278_png.rf.nLijQDvNEE80IhapSa8o.png,snap-32,Snap-32.tiff,SKOV/72h,SKOV,snap-32,72,0.9996,0.3177,ok,P1,GEO,,,,
Snap-32_83_png.rf.zimIKCDN8Am3qdwGC4kR.png,snap-32,Snap-32.tiff,SKOV/24h,SKOV,snap-32,24,0.9995,0.2146,ok,P2,GEO,,,,
Snap-32_38_png.rf.Bax0fFvBhSAiX72iQPds.png,snap-32,Snap-32.tiff,SKOV/48h,SKOV,snap-32,48,0.9995,0.2412,ok,P2,GEO,,,,
Snap-32_png.rf.gnPsOfWEBlQ88rOXjxL2.png,snap-32,Snap-32.tiff,SKOV/0h,SKOV,snap-32,0,0.9997,0.1996,ok,P2,GEO,,,,
B4 8H 2_png.rf.JLOE0R7PHObSGtKZkOIy.png,b4 8h 2,B4 8H 2 (4).tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.2863,ok,,,,Migração (PET e PEP) n3 - RAW,,
B4 8H 2_png.rf.eb7KTH0SjX0wu1Kt3RMo.png,b4 8h 2,B4 8H 2 (2).tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.1436,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B4 8H 2_png.rf.sBbuiEVhnnULLBzNf5UU.png,b4 8h 2,B4 8H 2 (3).tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.1143,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
B4 8H 2_png.rf.ShxIhASvXw8lGbZkLgUb.png,b4 8h 2,B4 8H 2.tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.1143,ok,,,,LUIS RAW,PEP+MCC,
D4 12H 2_png.rf.JoRndEJA1lep3hprLUOS.png,d4 12h 2,D4 12H 2 (3).tiff,HUVEC/12h,HUVEC,D4,12,1.0,0.7629,ok,,,,Migração (PET e PEP) n3 - RAW,,
D4 12H 2_png.rf.oo3BzL9sz02jNfhjhBSz.png,d4 12h 2,D4 12H 2 (2).tiff,HUVEC/12h,HUVEC,D4,12,1.0,0.402,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
D4 12H 2_png.rf.txyJ67o8LXpC3sVtUoTH.png,d4 12h 2,D4 12H 2.tiff,HUVEC/12h,HUVEC,D4,12,1.0,0.402,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
A4 8HR 1_png.rf.zapxIcIaLMQGJ9HbDNKV.png,a4 8hr 1,A4 8HR 1 (2).tiff,HUVEC/8h,HUVEC,A4,8,1.0,0.1838,ok,,,,Originais (1),,
A4 8HR 1_png.rf.Oh3iZV03y0zaBFvuM0HD.png,a4 8hr 1,A4 8HR 1.tiff,HUVEC/8h,HUVEC,A4,8,1.0,0.1838,ok,,,,originais,,
Snap-29_183_png.rf.TEtTesrejABE2zAfrCRO.png,snap-29,Snap-29 (2).tiff,SKOV/24h,SKOV,snap-29,24,0.9996,0.139,ok,P1,PTX,,,,
Snap-29_275_png.rf.XkckzJWNljmGBj0JLo7I.png,snap-29,Snap-29.tiff,SKOV/72h,SKOV,snap-29,72,0.9991,0.2231,ok,P1,GEO,,,,
Snap-29_png.rf.HhjvWugqHNOuxEUR80xT.png,snap-29,Snap-29.tiff,SKOV/0h,SKOV,snap-29,0,0.9998,0.1393,ok,P2,CARBO,,,,
Snap-29_123_png.rf.VWdEayiXaSZj0sRvU9Lh.png,snap-29,Snap-29 (2).tiff,SKOV/48h,SKOV,snap-29,48,0.9996,0.16,ok,P1,PTX,,,,
Snap-29_94_png.rf.qaT0a4MOXWeFqaJqDMsT.png,snap-29,Snap-29.tiff,SKOV/24h,SKOV,snap-29,24,0.9988,0.1798,ok,P2,CARBO,,,,
Snap-29_49_png.rf.sO8t65IvPbrmOmeTdSFp.png,snap-29,Snap-29.tiff,SKOV/48h,SKOV,snap-29,48,0.9996,0.1523,ok,P2,CARBO,,,,
Snap-31_40_png.rf.MlgkW5XJAczCgefQquEJ.png,snap-31,Snap-31.tiff,SKOV/48h,SKOV,snap-31,48,0.9995,0.2443,ok,P2,GEO,,,,
Snap-31_281_png.rf.HrwVzS03qTHBX5RB7awf.png,snap-31,Snap-31.tiff,SKOV/72h,SKOV,snap-31,72,0.9996,0.2652,ok,P1,GEO,,,,
D4 0H 1_png.rf.FutNJ1bcHBCTMEvRlEBr.png,d4 0h 1,D4 0H 1 (3).tiff,HUVEC/0h,HUVEC,D4,0,1.0,0.1217,ok,,,,Migração (PET e PEP) n3 - RAW,,
D4 0H 1_png.rf.7IFP3MwTGMviOOsMWWnv.png,d4 0h 1,D4 0H 1 (2).tiff,HUVEC/0h,HUVEC,D4,0,1.0,0.1217,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
D4 0H 1_png.rf.hIDWQ46StqSUcKyGmBYY.png,d4 0h 1,D4 0H 1.tiff,HUVEC/0h,HUVEC,D4,0,1.0,0.7743,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
B5 24h 1_png.rf.eRMLDgcaTXW0RnafPtxO.png,b5 24h 1,,,HUVEC,B5,24,,,sem_candidato,,,,,,
B5 24h 1_png.rf.KqK0yeM8f5TSNBY037vO.png,b5 24h 1,B5 24h 1.tiff,HUVEC/24h,HUVEC,B5,24,0.927,0.4221,ok,,,,Pré-Eclâmpsia,,
B5 24H 1_png.rf.v4xzVz9xWcYuAyRBEFK6.png,b5 24h 1,B5 24H 1 (3).tiff,HUVEC/24h,HUVEC,B5,24,1.0,0.3031,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B5 24H 1_png.rf.8BLfMU53TgFR8c7rKbxk.png,b5 24h 1,B5 24H 1 (2).tiff,HUVEC/24h,HUVEC,B5,24,1.0,0.3031,ok,,,,LUIS RAW,PEP,
C4 24HR 1_png.rf.eIMMU5GPoFUXukXzzpRq.png,c4 24hr 1,C4 24HR 1.tiff,HUVEC/24h,HUVEC,C4,24,1.0,,ok,,,,Originais (1),,
ptx3_4_png.rf.zUAP19LA8H9wE86pzDel.png,ptx3 4,ptx3_4.tiff,SKOV/0h,SKOV,ptx3_4,0,0.9996,,ok,P1,PTX,,,,
A5 12HR 2_png.rf.rAr8U7x7uLNYSny2Orvg.png,a5 12hr 2,A5 12HR 2 (2).tiff,HUVEC/12h,HUVEC,A5,12,1.0,0.4236,ok,,,,Originais (1),,
A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,a5 12hr 2,A5 12HR 2.tiff,HUVEC/12h,HUVEC,A5,12,1.0,0.4236,ok,,,,originais,,
C3 12HR 2_png.rf.zgyiXq2ugB20KJ4MV7F7.png,c3 12hr 2,C3 12HR 2.tiff,HUVEC/12h,HUVEC,C3,12,1.0,,ok,,,,Originais (1),,
Snap-04_23_png.rf.1BJgEenRWx1JWIEQf9Lv.png,snap-4,Snap-04.tiff,SKOV/48h,SKOV,snap-4,48,0.9867,0.2091,ok,P2,CT,,,,
Snap-04_142_png.rf.M2wnhWd1Sd8Ifvp6QzaX.png,snap-4,Snap-04 (2).tiff,SKOV/48h,SKOV,snap-4,48,0.9996,0.148,ok,P1,CT,,,,
Snap-04_202_png.rf.NR0kpfukSEnlSMYMSLQj.png,snap-4,Snap-04 (2).tiff,SKOV/24h,SKOV,snap-4,24,0.9995,0.1639,ok,P1,CT,,,,
Snap-04_png.rf.sMGktY9BFWuJUYIgaqQM.png,snap-4,Snap-04.tiff,SKOV/0h,SKOV,snap-4,0,0.9997,0.1486,ok,P2,CT,,,,
Snap-04_68_png.rf.qa33swNedVvsWNkINBRJ.png,snap-4,Snap-04.tiff,SKOV/24h,SKOV,snap-4,24,0.9992,0.2358,ok,P2,CT,,,,
A8 12HR 1_png.rf.xRg914oD9uiAFvSCIuM5.png,a8 12hr 1,A8 12HR 1 (2).tiff,HUVEC/12h,HUVEC,A8,12,1.0,0.3337,ok,,,,Originais (1),,
A8 12HR 1_png.rf.S0EDn8crl6auGSHhKnlu.png,a8 12hr 1,A8 12HR 1.tiff,HUVEC/12h,HUVEC,A8,12,1.0,0.3337,ok,,,,originais,,
Snap-05_199_png.rf.6Q1Bw549TYJ3y3mfuvz8.png,snap-5,Snap-05 (2).tiff,SKOV/24h,SKOV,snap-5,24,0.9994,0.1648,ok,P1,CT,,,,
Snap-05_65_png.rf.DoDrkBOFzLTZlfhsvn9K.png,snap-5,Snap-05.tiff,SKOV/24h,SKOV,snap-5,24,0.9991,0.1967,ok,P2,CT,,,,
Snap-05_139_png.rf.niBpFx50l8Vf2AVZYkEa.png,snap-5,Snap-05 (2).tiff,SKOV/48h,SKOV,snap-5,48,0.9995,0.1649,ok,P1,CT,,,,
Snap-05_png.rf.wkFRpHndlLEZ8vXfITkh.png,snap-5,Snap-05.tiff,SKOV/0h,SKOV,snap-5,0,0.9997,0.1838,ok,P2,CT,,,,
Snap-05_20_png.rf.0ZVYxRfLCmMj9Gx6Z8HM.png,snap-5,Snap-05.tiff,SKOV/48h,SKOV,snap-5,48,0.9989,0.3229,ok,P2,CT,,,,
